EPIC               Kp           Raw CDPP     Everest CDPP      Validation        Outliers       Saturated
205494626          14.612             nan             nan             nan               0               0
204091873          11.976             nan             nan             nan               0               0
203050897          14.298             nan             nan             nan               0               0
203035316          14.705             nan             nan             nan               0               0
204104740          13.153             nan             nan             nan               0               0
204957354          13.631             nan             nan             nan               0               0
204107304          12.837             nan             nan             nan               0               0
203073623          11.994             nan             nan             nan               0               0
204296355          12.435             nan             nan             nan               0               0
202822293          12.298             nan             nan             nan               0               0
204998093          12.568             nan             nan             nan               0               0
203768372          13.664             nan             nan             nan               0               0
203888325          15.206             nan             nan             nan               0               0
203855496          14.224             nan             nan             nan               0               0
203046225           9.478             nan             nan             nan               0               0
205430596          11.699             nan             nan             nan               0               0
205132920          11.345             nan             nan             nan               0               0
202801758          13.255             nan             nan             nan               0               0
204241683          11.594             nan             nan             nan               0               0
204787746          14.830             nan             nan             nan               0               0
204608895          12.159             nan             nan             nan               0               0
203833177          13.810             nan             nan             nan               0               0
204604592          15.143             nan             nan             nan               0               0
204466220          14.861             nan             nan             nan               0               0
202532858          11.982             nan             nan             nan               0               0
204853319          15.595             nan             nan             nan               0               0
203862909          11.688             nan             nan             nan               0               0
202802295          13.790             nan             nan             nan               0               0
203676298          15.097             nan             nan             nan               0               0
204403575          11.608             nan             nan             nan               0               0
204852833          14.264             nan             nan             nan               0               0
204226691          10.532             nan             nan             nan               0               0
204809642          14.978             nan             nan             nan               0               0
205224861          12.605             nan             nan             nan               0               0
202793212          15.224             nan             nan             nan               0               0
204172904          15.478             nan             nan             nan               0               0
204301179          13.119             nan             nan             nan               0               0
204354278          16.886             nan             nan             nan               0               0
203991803          13.120             nan             nan             nan               0               0
204115101          14.857             nan             nan             nan               0               0
204053734          11.572             nan             nan             nan               0               0
205109222          12.887             nan             nan             nan               0               0
202876151          13.704             nan             nan             nan               0               0
205157766          11.219             nan             nan             nan               0               0
204541446          12.322             nan             nan             nan               0               0
203884569          18.303             nan             nan             nan               0               0
204414796          13.675             nan             nan             nan               0               0
205181574          15.471             nan             nan             nan               0               0
204099739          12.658             nan             nan             nan               0               0
202640735          14.573             nan             nan             nan               0               0
204938031          13.561             nan             nan             nan               0               0
205035963          11.597             nan             nan             nan               0               0
202957328          15.333             nan             nan             nan               0               0
202659600          12.979             nan             nan             nan               0               0
204067469          10.028             nan             nan             nan               0               0
203037862          12.896             nan             nan             nan               0               0
204858983          14.588             nan             nan             nan               0               0
203572991          14.843             nan             nan             nan               0               0
203018101          12.659             nan             nan             nan               0               0
204073449           7.684             nan             nan             nan               0               0
202642998           8.467             nan             nan             nan               0               0
203857755          13.095             nan             nan             nan               0               0
203837414          15.093             nan             nan             nan               0               0
203831851          11.854             nan             nan             nan               0               0
205115367          15.374             nan             nan             nan               0               0
203846694          15.253             nan             nan             nan               0               0
205470347          11.330             nan             nan             nan               0               0
204462739          14.249             nan             nan             nan               0               0
204914585          12.492             nan             nan             nan               0               0
202727829          13.661             nan             nan             nan               0               0
203122119          14.072             nan             nan             nan               0               0
205129942          13.210             nan             nan             nan               0               0
204282114           8.237             nan             nan             nan               0               0
205148558          13.973             nan             nan             nan               0               0
205102543           9.196             nan             nan             nan               0               0
204860656          14.340             nan             nan             nan               0               0
203524543          15.596             nan             nan             nan               0               0
203901793          10.491             nan             nan             nan               0               0
205036158          15.457             nan             nan             nan               0               0
204059927          15.088             nan             nan             nan               0               0
205076699          13.756             nan             nan             nan               0               0
204837674          14.885             nan             nan             nan               0               0
203046969          13.519             nan             nan             nan               0               0
203990977          15.557             nan             nan             nan               0               0
204454423          12.449             nan             nan             nan               0               0
205528725          12.712             nan             nan             nan               0               0
204706922          11.952             nan             nan             nan               0               0
205728960          15.214             nan             nan             nan               0               0
203820973          13.477             nan             nan             nan               0               0
203764336          14.072             nan             nan             nan               0               0
204379986          14.331             nan             nan             nan               0               0
203021439          13.468             nan             nan             nan               0               0
205475398          15.939             nan             nan             nan               0               0
204994472          13.779             nan             nan             nan               0               0
202801116          12.849             nan             nan             nan               0               0
204426453          12.330             nan             nan             nan               0               0
203911446          14.757             nan             nan             nan               0               0
205250883          14.701             nan             nan             nan               0               0
204831698          12.371             nan             nan             nan               0               0
204770597          12.521             nan             nan             nan               0               0
203027459          14.172             nan             nan             nan               0               0
202615486          13.368             nan             nan             nan               0               0
205673897          15.015             nan             nan             nan               0               0
204469861          15.285             nan             nan             nan               0               0
203143957          13.245             nan             nan             nan               0               0
202787640          10.564             nan             nan             nan               0               0
203431229          14.423             nan             nan             nan               0               0
202601690          13.675             nan             nan             nan               0               0
204182919          13.676             nan             nan             nan               0               0
203088709          14.051             nan             nan             nan               0               0
203626828          13.712             nan             nan             nan               0               0
205097372          12.171             nan             nan             nan               0               0
205144339          13.850             nan             nan             nan               0               0
203439047          12.577             nan             nan             nan               0               0
204994054          11.362             nan             nan             nan               0               0
203503619          12.048             nan             nan             nan               0               0
202766887          14.780             nan             nan             nan               0               0
204176579          12.515             nan             nan             nan               0               0
205619169          12.240             nan             nan             nan               0               0
204836899          13.463             nan             nan             nan               0               0
204325148          11.991             nan             nan             nan               0               0
204414516          15.610             nan             nan             nan               0               0
203905434          12.314             nan             nan             nan               0               0
205514162          15.380             nan             nan             nan               0               0
203502785          12.632             nan             nan             nan               0               0
202717888          12.284             nan             nan             nan               0               0
202748631          11.024             nan             nan             nan               0               0
203559321          11.883             nan             nan             nan               0               0
204123948          15.240             nan             nan             nan               0               0
204662220          14.959             nan             nan             nan               0               0
202955753          11.187             nan             nan             nan               0               0
204909121          15.872             nan             nan             nan               0               0
203868319          11.577             nan             nan             nan               0               0
203784765          13.603             nan             nan             nan               0               0
205127050          11.867             nan             nan             nan               0               0
204236131          11.674             nan             nan             nan               0               0
205627871          13.076             nan             nan             nan               0               0
204239143          15.143             nan             nan             nan               0               0
203818577          13.923             nan             nan             nan               0               0
204297121          12.328             nan             nan             nan               0               0
204365964          13.046             nan             nan             nan               0               0
204093905          14.751             nan             nan             nan               0               0
204095873          12.024             nan             nan             nan               0               0
203460427          14.134             nan             nan             nan               0               0
205476083          11.999             nan             nan             nan               0               0
204107127          17.872             nan             nan             nan               0               0
204483158           8.265             nan             nan             nan               0               0
204149511          13.926             nan             nan             nan               0               0
204074828          12.231             nan             nan             nan               0               0
203139512          13.911             nan             nan             nan               0               0
204377731          13.505             nan             nan             nan               0               0
204497177          13.230             nan             nan             nan               0               0
204653283          13.290             nan             nan             nan               0               0
205125952          13.342             nan             nan             nan               0               0
205671917          14.992             nan             nan             nan               0               0
205089398          12.468             nan             nan             nan               0               0
203698944          12.135             nan             nan             nan               0               0
204495373          12.439             nan             nan             nan               0               0
204921577          12.308             nan             nan             nan               0               0
205081062          12.543             nan             nan             nan               0               0
205059710          12.330             nan             nan             nan               0               0
202636113          11.670             nan             nan             nan               0               0
203843724          11.831             nan             nan             nan               0               0
205212177          14.014             nan             nan             nan               0               0
204252716          14.627             nan             nan             nan               0               0
204525479          12.428             nan             nan             nan               0               0
203806365          11.871             nan             nan             nan               0               0
204304839          12.564             nan             nan             nan               0               0
204971518          13.688             nan             nan             nan               0               0
204396306          13.868             nan             nan             nan               0               0
204390073          12.325             nan             nan             nan               0               0
203672315          14.185             nan             nan             nan               0               0
205111147          10.224             nan             nan             nan               0               0
203604701          14.156             nan             nan             nan               0               0
205667445          14.730             nan             nan             nan               0               0
204234269          10.633             nan             nan             nan               0               0
203911919          12.570             nan             nan             nan               0               0
204109336          14.429             nan             nan             nan               0               0
202592839          14.109             nan             nan             nan               0               0
204354744          12.487             nan             nan             nan               0               0
202689770          13.606             nan             nan             nan               0               0
203795050          13.645             nan             nan             nan               0               0
204953218          12.183             nan             nan             nan               0               0
205124839          14.707             nan             nan             nan               0               0
204888634          10.822             nan             nan             nan               0               0
205204563          10.307             nan             nan             nan               0               0
204295398          13.127             nan             nan             nan               0               0
203228952          11.230             nan             nan             nan               0               0
204468888          10.052             nan             nan             nan               0               0
203342257          13.601             nan             nan             nan               0               0
204374502          13.190             nan             nan             nan               0               0
205152526          15.486             nan             nan             nan               0               0
205687622          10.975             nan             nan             nan               0               0
204147040          11.879             nan             nan             nan               0               0
205041132          12.905             nan             nan             nan               0               0
203807321          14.641             nan             nan             nan               0               0
204514288          11.977             nan             nan             nan               0               0
210282539          21.700             nan             nan             nan               0               0
204365666          11.526             nan             nan             nan               0               0
204672838          14.938             nan             nan             nan               0               0
204632288          12.284             nan             nan             nan               0               0
202702558          12.596             nan             nan             nan               0               0
204059992          13.512             nan             nan             nan               0               0
203833157          10.906             nan             nan             nan               0               0
203717603          14.316             nan             nan             nan               0               0
205454164          13.769             nan             nan             nan               0               0
204109974          11.976             nan             nan             nan               0               0
205136924          11.192             nan             nan             nan               0               0
204739900          11.469             nan             nan             nan               0               0
204517607          13.769             nan             nan             nan               0               0
204158475          12.847             nan             nan             nan               0               0
203531676          14.129             nan             nan             nan               0               0
203947556          13.757             nan             nan             nan               0               0
204944958          14.326             nan             nan             nan               0               0
204372624          13.371             nan             nan             nan               0               0
203677167          12.400             nan             nan             nan               0               0
202578169          11.663             nan             nan             nan               0               0
203171187          12.333             nan             nan             nan               0               0
204981494          13.927             nan             nan             nan               0               0
203784668           8.312             nan             nan             nan               0               0
204996897          14.438             nan             nan             nan               0               0
202679718          12.536             nan             nan             nan               0               0
204621211           9.159             nan             nan             nan               0               0
204307170          12.761             nan             nan             nan               0               0
205662407          19.116             nan             nan             nan               0               0
203547619          13.189             nan             nan             nan               0               0
203577746          13.435             nan             nan             nan               0               0
204867365          10.418             nan             nan             nan               0               0
205539898          15.104             nan             nan             nan               0               0
203828297          12.415             nan             nan             nan               0               0
202982749          12.555             nan             nan             nan               0               0
204164422          11.582             nan             nan             nan               0               0
203731448          14.898             nan             nan             nan               0               0
204612521          11.337             nan             nan             nan               0               0
204510687          10.573             nan             nan             nan               0               0
203790450          12.505             nan             nan             nan               0               0
203169830          12.484             nan             nan             nan               0               0
204285558          12.587             nan             nan             nan               0               0
204510159          14.894             nan             nan             nan               0               0
204894591          14.664             nan             nan             nan               0               0
204324948          14.777             nan             nan             nan               0               0
205722514          12.541             nan             nan             nan               0               0
205190089          11.932             nan             nan             nan               0               0
205078547          14.670             nan             nan             nan               0               0
204545360          13.999             nan             nan             nan               0               0
202744235          12.017             nan             nan             nan               0               0
205070210          12.546             nan             nan             nan               0               0
203791768          13.222             nan             nan             nan               0               0
204996627          13.384             nan             nan             nan               0               0
202728529          12.901             nan             nan             nan               0               0
204697641          15.865             nan             nan             nan               0               0
203013999          13.353             nan             nan             nan               0               0
203027754           9.790             nan             nan             nan               0               0
204188362          13.886             nan             nan             nan               0               0
204924700          12.451             nan             nan             nan               0               0
203596662          13.274             nan             nan             nan               0               0
205074996          12.660             nan             nan             nan               0               0
203786695          12.711             nan             nan             nan               0               0
203329658          11.010             nan             nan             nan               0               0
204950441          14.828             nan             nan             nan               0               0
203002798          14.640             nan             nan             nan               0               0
205458337          11.017             nan             nan             nan               0               0
204766741          12.549             nan             nan             nan               0               0
204328629          10.247             nan             nan             nan               0               0
202810257          12.801             nan             nan             nan               0               0
205187399          12.559             nan             nan             nan               0               0
205383125          13.908             nan             nan             nan               0               0
203003934          14.436             nan             nan             nan               0               0
205664690          12.496             nan             nan             nan               0               0
203116378          13.926             nan             nan             nan               0               0
202919426          14.102             nan             nan             nan               0               0
203182017          11.956             nan             nan             nan               0               0
205192642          13.664             nan             nan             nan               0               0
204876304          15.328             nan             nan             nan               0               0
202601263          12.181             nan             nan             nan               0               0
203647063           9.470             nan             nan             nan               0               0
202864983          11.984             nan             nan             nan               0               0
203577715          13.636             nan             nan             nan               0               0
203304201          12.417             nan             nan             nan               0               0
203377712          13.978             nan             nan             nan               0               0
205034675          11.876             nan             nan             nan               0               0
205019738          13.808             nan             nan             nan               0               0
203777547          13.768             nan             nan             nan               0               0
204983665          12.904             nan             nan             nan               0               0
203419681          15.282             nan             nan             nan               0               0
202905692          13.696             nan             nan             nan               0               0
203128153          14.083             nan             nan             nan               0               0
204280695          11.783             nan             nan             nan               0               0
203783880          15.518             nan             nan             nan               0               0
204878738          14.972             nan             nan             nan               0               0
204814247          15.819             nan             nan             nan               0               0
202928748          13.900             nan             nan             nan               0               0
205627998          13.136             nan             nan             nan               0               0
204435603          15.930             nan             nan             nan               0               0
205581939          13.634             nan             nan             nan               0               0
202658270          11.180             nan             nan             nan               0               0
205478549          11.026             nan             nan             nan               0               0
204699206          11.978             nan             nan             nan               0               0
204238522          12.506             nan             nan             nan               0               0
205036829          13.689             nan             nan             nan               0               0
204856827          12.261             nan             nan             nan               0               0
204366852          16.455             nan             nan             nan               0               0
205526761          11.234             nan             nan             nan               0               0
203803456          14.193             nan             nan             nan               0               0
204469410           9.293             nan             nan             nan               0               0
204102034          15.225             nan             nan             nan               0               0
203414463          15.062             nan             nan             nan               0               0
204057711          15.668             nan             nan             nan               0               0
203173370          12.118             nan             nan             nan               0               0
205505774          14.646             nan             nan             nan               0               0
204531894          14.534             nan             nan             nan               0               0
204422388          15.564             nan             nan             nan               0               0
203987536          15.174             nan             nan             nan               0               0
205141287          11.068             nan             nan             nan               0               0
203725230          14.858             nan             nan             nan               0               0
204077926          15.595             nan             nan             nan               0               0
202676628          12.309             nan             nan             nan               0               0
202923938          12.584             nan             nan             nan               0               0
205588355          15.885             nan             nan             nan               0               0
204860457          14.995             nan             nan             nan               0               0
203536084          10.146             nan             nan             nan               0               0
204229004          12.015             nan             nan             nan               0               0
203855808          12.871             nan             nan             nan               0               0
205503006           8.808             nan             nan             nan               0               0
203151923          12.390             nan             nan             nan               0               0
203978319          11.686             nan             nan             nan               0               0
203105852          12.462             nan             nan             nan               0               0
204577183          12.146             nan             nan             nan               0               0
205432919          11.689             nan             nan             nan               0               0
203353650          11.864             nan             nan             nan               0               0
203079290          12.690             nan             nan             nan               0               0
204305663          14.760             nan             nan             nan               0               0
203390179          11.888             nan             nan             nan               0               0
202786291          14.043             nan             nan             nan               0               0
204095980          12.078             nan             nan             nan               0               0
204217342          13.386             nan             nan             nan               0               0
204334462          12.559             nan             nan             nan               0               0
205171048          12.468             nan             nan             nan               0               0
204828211          14.745             nan             nan             nan               0               0
202602926          14.824             nan             nan             nan               0               0
203217059          11.459             nan             nan             nan               0               0
203257894          11.772             nan             nan             nan               0               0
205738183          15.093             nan             nan             nan               0               0
203562418          11.706             nan             nan             nan               0               0
205272194          14.637             nan             nan             nan               0               0
203627205          15.677             nan             nan             nan               0               0
205543610          12.353             nan             nan             nan               0               0
202694787          12.355             nan             nan             nan               0               0
202777658          12.156             nan             nan             nan               0               0
205474653          16.016             nan             nan             nan               0               0
205172012          10.870             nan             nan             nan               0               0
204281532          15.428             nan             nan             nan               0               0
203042824          13.962             nan             nan             nan               0               0
203512593          10.979             nan             nan             nan               0               0
205095393          12.762             nan             nan             nan               0               0
203486145          11.345             nan             nan             nan               0               0
204603210          14.217             nan             nan             nan               0               0
203844276          11.496             nan             nan             nan               0               0
205438442          12.481             nan             nan             nan               0               0
204676733          12.543             nan             nan             nan               0               0
204687071          15.902             nan             nan             nan               0               0
202651401          10.035             nan             nan             nan               0               0
205195327          13.345             nan             nan             nan               0               0
202983485          14.384             nan             nan             nan               0               0
203976234          14.816             nan             nan             nan               0               0
203782748          15.927             nan             nan             nan               0               0
204979758          11.959             nan             nan             nan               0               0
203615241          12.549             nan             nan             nan               0               0
203173981          12.453             nan             nan             nan               0               0
202638661          14.094             nan             nan             nan               0               0
204162968          12.256             nan             nan             nan               0               0
204854252          11.257             nan             nan             nan               0               0
204798819          14.046             nan             nan             nan               0               0
203773526          14.343             nan             nan             nan               0               0
203045476          14.112             nan             nan             nan               0               0
204078693          10.682             nan             nan             nan               0               0
205510410          15.254             nan             nan             nan               0               0
203822691          12.497             nan             nan             nan               0               0
203189054          12.853             nan             nan             nan               0               0
205094551          15.098             nan             nan             nan               0               0
205275157          11.025             nan             nan             nan               0               0
204958441          11.823             nan             nan             nan               0               0
204577371          12.349             nan             nan             nan               0               0
203851147          13.193             nan             nan             nan               0               0
202653421          14.183             nan             nan             nan               0               0
205690534          11.590             nan             nan             nan               0               0
204247416          12.581             nan             nan             nan               0               0
204617131          15.036             nan             nan             nan               0               0
203545824          12.126             nan             nan             nan               0               0
204127717          14.860             nan             nan             nan               0               0
202653610          11.476             nan             nan             nan               0               0
205607212          15.309             nan             nan             nan               0               0
203939434          12.984             nan             nan             nan               0               0
203333382          12.543             nan             nan             nan               0               0
205234483          15.167             nan             nan             nan               0               0
203776880          11.871             nan             nan             nan               0               0
204999930          15.314             nan             nan             nan               0               0
204532434          15.388             nan             nan             nan               0               0
205119082          13.179             nan             nan             nan               0               0
204789057          14.183             nan             nan             nan               0               0
202614750          13.564             nan             nan             nan               0               0
205175141          11.185             nan             nan             nan               0               0
205709183          14.872             nan             nan             nan               0               0
205609108          14.463             nan             nan             nan               0               0
204265032          15.187             nan             nan             nan               0               0
202951769          12.367             nan             nan             nan               0               0
204183093          12.297             nan             nan             nan               0               0
202698201          14.408             nan             nan             nan               0               0
204534017          13.626             nan             nan             nan               0               0
202913161          14.621             nan             nan             nan               0               0
204796483          14.292             nan             nan             nan               0               0
205174451          12.124             nan             nan             nan               0               0
203496903          10.903             nan             nan             nan               0               0
205525245          12.243             nan             nan             nan               0               0
204320917          14.009             nan             nan             nan               0               0
203011933          12.478             nan             nan             nan               0               0
205441962          13.662             nan             nan             nan               0               0
204591066          12.291             nan             nan             nan               0               0
204782681          11.986             nan             nan             nan               0               0
204281213           9.964             nan             nan             nan               0               0
202613355          12.984             nan             nan             nan               0               0
202767011          11.892             nan             nan             nan               0               0
204309335          13.766             nan             nan             nan               0               0
203089398          14.245             nan             nan             nan               0               0
202751822          11.028             nan             nan             nan               0               0
