EPIC               Kp           Raw CDPP     Everest CDPP      Validation        Outliers       Saturated
205507768          12.905             nan             nan             nan               0               0
204942495          13.695             nan             nan             nan               0               0
203867550          12.558             nan             nan             nan               0               0
204287337          13.284             nan             nan             nan               0               0
203575380          12.119             nan             nan             nan               0               0
205173204          12.904             nan             nan             nan               0               0
203185083          14.009             nan             nan             nan               0               0
204221263          11.210             nan             nan             nan               0               0
204889612          15.289             nan             nan             nan               0               0
205483719          10.833             nan             nan             nan               0               0
202795175          15.243             nan             nan             nan               0               0
205085384          13.007             nan             nan             nan               0               0
203616347          15.476             nan             nan             nan               0               0
203860546          18.274             nan             nan             nan               0               0
204181185          13.783             nan             nan             nan               0               0
204131834          12.684             nan             nan             nan               0               0
205108530          12.302             nan             nan             nan               0               0
204921406          11.263             nan             nan             nan               0               0
205183708          12.916             nan             nan             nan               0               0
202846107           9.938             nan             nan             nan               0               0
203982074          13.557             nan             nan             nan               0               0
204141928          15.737             nan             nan             nan               0               0
204666965          13.388             nan             nan             nan               0               0
205706414          15.789             nan             nan             nan               0               0
205103633          11.955             nan             nan             nan               0               0
203481584          13.355             nan             nan             nan               0               0
203579422           9.358             nan             nan             nan               0               0
204638350          14.928             nan             nan             nan               0               0
204243734          14.995             nan             nan             nan               0               0
203492432          12.426             nan             nan             nan               0               0
202705532          13.669             nan             nan             nan               0               0
203815783          14.680             nan             nan             nan               0               0
205450653          11.601             nan             nan             nan               0               0
202753228          12.462             nan             nan             nan               0               0
202892361          13.981             nan             nan             nan               0               0
203080024          14.340             nan             nan             nan               0               0
204653862          14.533             nan             nan             nan               0               0
203013725          11.424             nan             nan             nan               0               0
203891877          17.092             nan             nan             nan               0               0
202685843          11.971             nan             nan             nan               0               0
204455196          11.721             nan             nan             nan               0               0
204649811          11.610             nan             nan             nan               0               0
203101158          13.405             nan             nan             nan               0               0
205544076          11.125             nan             nan             nan               0               0
203680846          12.293             nan             nan             nan               0               0
203402160          14.600             nan             nan             nan               0               0
204101029          10.290             nan             nan             nan               0               0
205211722          12.006             nan             nan             nan               0               0
205687486          15.147             nan             nan             nan               0               0
202688077          11.849             nan             nan             nan               0               0
203120106          15.165             nan             nan             nan               0               0
203703588           8.947             nan             nan             nan               0               0
203840841          12.808             nan             nan             nan               0               0
203762270          12.192             nan             nan             nan               0               0
204966750          11.636             nan             nan             nan               0               0
205586508          11.877             nan             nan             nan               0               0
205461654          15.272             nan             nan             nan               0               0
203646920          10.668             nan             nan             nan               0               0
203436236          12.510             nan             nan             nan               0               0
202857241          12.608             nan             nan             nan               0               0
204092553          13.898             nan             nan             nan               0               0
204629750          14.988             nan             nan             nan               0               0
205190472          12.291             nan             nan             nan               0               0
205060256          12.473             nan             nan             nan               0               0
204782477          12.342             nan             nan             nan               0               0
204199401          14.473             nan             nan             nan               0               0
203483594          14.694             nan             nan             nan               0               0
205068629          13.457             nan             nan             nan               0               0
204245509          10.173             nan             nan             nan               0               0
203142127          12.053             nan             nan             nan               0               0
203127694          10.749             nan             nan             nan               0               0
205578158          11.082             nan             nan             nan               0               0
205067502          13.954             nan             nan             nan               0               0
203034165          14.360             nan             nan             nan               0               0
204523404          11.623             nan             nan             nan               0               0
203626879          13.400             nan             nan             nan               0               0
205702056          13.547             nan             nan             nan               0               0
203460201          12.350             nan             nan             nan               0               0
203507258          12.190             nan             nan             nan               0               0
204448447          12.333             nan             nan             nan               0               0
204861250          13.478             nan             nan             nan               0               0
204498489          12.091             nan             nan             nan               0               0
203751812          13.578             nan             nan             nan               0               0
202700240          12.560             nan             nan             nan               0               0
204756255          14.795             nan             nan             nan               0               0
204927969          11.697             nan             nan             nan               0               0
204361957          13.445             nan             nan             nan               0               0
204124413          15.318             nan             nan             nan               0               0
203844446          14.759             nan             nan             nan               0               0
205375290          13.233             nan             nan             nan               0               0
204872664          12.546             nan             nan             nan               0               0
202671491          12.957             nan             nan             nan               0               0
204660281          13.846             nan             nan             nan               0               0
202816355          13.551             nan             nan             nan               0               0
205415866          12.109             nan             nan             nan               0               0
205594455          12.472             nan             nan             nan               0               0
203532100          12.731             nan             nan             nan               0               0
204419126          11.722             nan             nan             nan               0               0
204949205          11.498             nan             nan             nan               0               0
203638721           7.014             nan             nan             nan               0               0
203033484          12.084             nan             nan             nan               0               0
205456956          15.542             nan             nan             nan               0               0
205207315          15.259             nan             nan             nan               0               0
205025592          13.030             nan             nan             nan               0               0
204032438          16.219             nan             nan             nan               0               0
203271901          13.018             nan             nan             nan               0               0
205652010          15.624             nan             nan             nan               0               0
204986111          15.220             nan             nan             nan               0               0
204769996          15.208             nan             nan             nan               0               0
205051240          11.232             nan             nan             nan               0               0
202663022          11.814             nan             nan             nan               0               0
203845373          13.077             nan             nan             nan               0               0
203506472          12.493             nan             nan             nan               0               0
205196284          10.552             nan             nan             nan               0               0
203770673          13.547             nan             nan             nan               0               0
204644117          14.569             nan             nan             nan               0               0
203372681          12.777             nan             nan             nan               0               0
204492891          12.324             nan             nan             nan               0               0
203530637          11.527             nan             nan             nan               0               0
202611921          11.591             nan             nan             nan               0               0
205655587          10.938             nan             nan             nan               0               0
204217995          14.900             nan             nan             nan               0               0
204339463          11.638             nan             nan             nan               0               0
203867975          15.520             nan             nan             nan               0               0
204694506          10.868             nan             nan             nan               0               0
205472182          15.938             nan             nan             nan               0               0
205058278          12.323             nan             nan             nan               0               0
203894955          13.092             nan             nan             nan               0               0
204345402          13.514             nan             nan             nan               0               0
205151079          13.300             nan             nan             nan               0               0
205119099          14.379             nan             nan             nan               0               0
204538608           8.691             nan             nan             nan               0               0
205006127          12.255             nan             nan             nan               0               0
205255309          15.105             nan             nan             nan               0               0
203096624          13.581             nan             nan             nan               0               0
203881640          13.913             nan             nan             nan               0               0
205165730          12.442             nan             nan             nan               0               0
202780537          13.703             nan             nan             nan               0               0
204110824          14.938             nan             nan             nan               0               0
203759570          14.760             nan             nan             nan               0               0
202614531          11.606             nan             nan             nan               0               0
203004874          14.838             nan             nan             nan               0               0
205659999          14.696             nan             nan             nan               0               0
203092367           8.728             nan             nan             nan               0               0
202693066          15.369             nan             nan             nan               0               0
205666737          12.325             nan             nan             nan               0               0
203593664          11.616             nan             nan             nan               0               0
202659558          11.544             nan             nan             nan               0               0
202857542          11.830             nan             nan             nan               0               0
202964835          12.475             nan             nan             nan               0               0
202702443          14.019             nan             nan             nan               0               0
204177385          10.074             nan             nan             nan               0               0
205164633          14.267             nan             nan             nan               0               0
203033414          15.146             nan             nan             nan               0               0
205219159          15.244             nan             nan             nan               0               0
203847319          13.910             nan             nan             nan               0               0
205197193          14.617             nan             nan             nan               0               0
203783195          10.971             nan             nan             nan               0               0
205479733          15.739             nan             nan             nan               0               0
204229560          12.767             nan             nan             nan               0               0
205101551          12.967             nan             nan             nan               0               0
204305632          15.607             nan             nan             nan               0               0
203612084          14.423             nan             nan             nan               0               0
203934705          11.757             nan             nan             nan               0               0
203584316          12.376             nan             nan             nan               0               0
203409747          14.377             nan             nan             nan               0               0
203831238          12.547             nan             nan             nan               0               0
205042363          14.593             nan             nan             nan               0               0
205034706          12.508             nan             nan             nan               0               0
203399155           8.878             nan             nan             nan               0               0
203756600          14.587             nan             nan             nan               0               0
202522205          12.325             nan             nan             nan               0               0
203535869          15.221             nan             nan             nan               0               0
205002291          14.272             nan             nan             nan               0               0
205098384          15.638             nan             nan             nan               0               0
203763185          12.388             nan             nan             nan               0               0
205001150          13.779             nan             nan             nan               0               0
204068621           7.888             nan             nan             nan               0               0
205170918          12.686             nan             nan             nan               0               0
204548699          13.240             nan             nan             nan               0               0
203713556          15.540             nan             nan             nan               0               0
205209184          10.552             nan             nan             nan               0               0
202642370          14.157             nan             nan             nan               0               0
205105696          13.971             nan             nan             nan               0               0
202515599          15.263             nan             nan             nan               0               0
205651159          10.685             nan             nan             nan               0               0
204411840           9.354             nan             nan             nan               0               0
202548310          15.078             nan             nan             nan               0               0
205209192          12.590             nan             nan             nan               0               0
205729920          14.406             nan             nan             nan               0               0
204007249          14.670             nan             nan             nan               0               0
203744574          14.050             nan             nan             nan               0               0
202955657          11.747             nan             nan             nan               0               0
204883103          14.181             nan             nan             nan               0               0
203430290          14.085             nan             nan             nan               0               0
202646010           9.924             nan             nan             nan               0               0
203098364          14.790             nan             nan             nan               0               0
203746077          12.575             nan             nan             nan               0               0
205005019          12.006             nan             nan             nan               0               0
202669251          12.841             nan             nan             nan               0               0
202546150          10.800             nan             nan             nan               0               0
202867181          13.951             nan             nan             nan               0               0
204652501          13.781             nan             nan             nan               0               0
202824738          14.376             nan             nan             nan               0               0
204944202          13.897             nan             nan             nan               0               0
202891090          13.285             nan             nan             nan               0               0
204861035          15.225             nan             nan             nan               0               0
205389042          12.526             nan             nan             nan               0               0
203980300          14.531             nan             nan             nan               0               0
203234509          14.404             nan             nan             nan               0               0
204030790          15.204             nan             nan             nan               0               0
203442157          13.719             nan             nan             nan               0               0
203826702          13.819             nan             nan             nan               0               0
203749835          12.526             nan             nan             nan               0               0
204772855          14.295             nan             nan             nan               0               0
205585426          12.311             nan             nan             nan               0               0
203596445           7.012             nan             nan             nan               0               0
204853247          12.160             nan             nan             nan               0               0
202766928          13.140             nan             nan             nan               0               0
204364070          12.546             nan             nan             nan               0               0
205182006          14.327             nan             nan             nan               0               0
204532250          15.305             nan             nan             nan               0               0
205002311           9.008             nan             nan             nan               0               0
205041053          14.684             nan             nan             nan               0               0
204325273          11.580             nan             nan             nan               0               0
202833505          13.303             nan             nan             nan               0               0
203070341          14.959             nan             nan             nan               0               0
204585236          13.167             nan             nan             nan               0               0
203543742          14.215             nan             nan             nan               0               0
202685858          14.404             nan             nan             nan               0               0
203795914          13.723             nan             nan             nan               0               0
204260138          12.409             nan             nan             nan               0               0
205644927          11.092             nan             nan             nan               0               0
205088102          11.560             nan             nan             nan               0               0
203347164          16.049             nan             nan             nan               0               0
204092909          14.888             nan             nan             nan               0               0
205035248          15.742             nan             nan             nan               0               0
205567400          14.997             nan             nan             nan               0               0
204181543          14.860             nan             nan             nan               0               0
203837005          14.980             nan             nan             nan               0               0
202812082          12.448             nan             nan             nan               0               0
204079637          11.911             nan             nan             nan               0               0
202707178          10.587             nan             nan             nan               0               0
205003182          11.307             nan             nan             nan               0               0
203335343           9.148             nan             nan             nan               0               0
205050238          16.000             nan             nan             nan               0               0
203029647          11.900             nan             nan             nan               0               0
205602688          12.600             nan             nan             nan               0               0
203559274          13.997             nan             nan             nan               0               0
205214550          15.403             nan             nan             nan               0               0
205049573          13.250             nan             nan             nan               0               0
202697500          12.587             nan             nan             nan               0               0
204126451          10.152             nan             nan             nan               0               0
203943799          12.620             nan             nan             nan               0               0
205671378          15.086             nan             nan             nan               0               0
204483928          15.504             nan             nan             nan               0               0
204872584          15.455             nan             nan             nan               0               0
202974348          15.400             nan             nan             nan               0               0
205084272          12.798             nan             nan             nan               0               0
205580614          12.156             nan             nan             nan               0               0
204560252          11.237             nan             nan             nan               0               0
204333016          13.811             nan             nan             nan               0               0
205188047          18.201             nan             nan             nan               0               0
205012599          12.715             nan             nan             nan               0               0
202881767          12.474             nan             nan             nan               0               0
202665032          11.462             nan             nan             nan               0               0
203001073          12.277             nan             nan             nan               0               0
204608050          13.608             nan             nan             nan               0               0
204413519          16.398             nan             nan             nan               0               0
203690974          12.491             nan             nan             nan               0               0
202870579          13.277             nan             nan             nan               0               0
204943168          14.215             nan             nan             nan               0               0
202743376          13.144             nan             nan             nan               0               0
204225046          11.818             nan             nan             nan               0               0
203912855          15.828             nan             nan             nan               0               0
205046133          13.837             nan             nan             nan               0               0
204183490          11.281             nan             nan             nan               0               0
203572586          12.276             nan             nan             nan               0               0
205321005          14.308             nan             nan             nan               0               0
202697055          11.711             nan             nan             nan               0               0
202751928          15.017             nan             nan             nan               0               0
205260668          14.958             nan             nan             nan               0               0
203819998          12.256             nan             nan             nan               0               0
203921221          12.298             nan             nan             nan               0               0
205016565          11.878             nan             nan             nan               0               0
203561855          15.526             nan             nan             nan               0               0
205265213          11.815             nan             nan             nan               0               0
203876772          14.102             nan             nan             nan               0               0
203660475          10.969             nan             nan             nan               0               0
202979126          11.986             nan             nan             nan               0               0
203615192          14.419             nan             nan             nan               0               0
205087465          13.354             nan             nan             nan               0               0
202741035          14.943             nan             nan             nan               0               0
204658218          12.968             nan             nan             nan               0               0
202496545          12.113             nan             nan             nan               0               0
203856892          12.527             nan             nan             nan               0               0
203773950          12.082             nan             nan             nan               0               0
204206497          13.295             nan             nan             nan               0               0
204643142          14.945             nan             nan             nan               0               0
203223465          12.142             nan             nan             nan               0               0
203711255          15.311             nan             nan             nan               0               0
205112085          12.091             nan             nan             nan               0               0
205094128          12.608             nan             nan             nan               0               0
204379664          12.609             nan             nan             nan               0               0
205395454          11.760             nan             nan             nan               0               0
202580602          12.233             nan             nan             nan               0               0
202636142          13.666             nan             nan             nan               0               0
204207293          15.423             nan             nan             nan               0               0
204233955          15.153             nan             nan             nan               0               0
203499175          13.485             nan             nan             nan               0               0
203456510          14.011             nan             nan             nan               0               0
203826403          14.776             nan             nan             nan               0               0
204777398          13.179             nan             nan             nan               0               0
204658292          14.421             nan             nan             nan               0               0
205666430          14.233             nan             nan             nan               0               0
203092729          14.203             nan             nan             nan               0               0
204574495          13.721             nan             nan             nan               0               0
205004288          14.982             nan             nan             nan               0               0
203497402          12.366             nan             nan             nan               0               0
205088292          11.687             nan             nan             nan               0               0
204157184          13.123             nan             nan             nan               0               0
204383487          12.466             nan             nan             nan               0               0
204321142          13.297             nan             nan             nan               0               0
202691938          11.963             nan             nan             nan               0               0
204894827          15.142             nan             nan             nan               0               0
203512756          13.525             nan             nan             nan               0               0
204476705          13.280             nan             nan             nan               0               0
203830112          11.993             nan             nan             nan               0               0
204447226          10.378             nan             nan             nan               0               0
205181745          14.503             nan             nan             nan               0               0
204247811          15.403             nan             nan             nan               0               0
204080790          12.382             nan             nan             nan               0               0
202614223          13.927             nan             nan             nan               0               0
205030111          12.706             nan             nan             nan               0               0
202661284          14.942             nan             nan             nan               0               0
203764242          16.067             nan             nan             nan               0               0
204098265          14.709             nan             nan             nan               0               0
204318865          12.284             nan             nan             nan               0               0
204995620          15.634             nan             nan             nan               0               0
205324803          15.355             nan             nan             nan               0               0
205240010          14.118             nan             nan             nan               0               0
202582420           8.112             nan             nan             nan               0               0
202756060          12.552             nan             nan             nan               0               0
204382935          15.288             nan             nan             nan               0               0
205596982          11.991             nan             nan             nan               0               0
202751313          12.209             nan             nan             nan               0               0
202881824          13.162             nan             nan             nan               0               0
203068452          12.019             nan             nan             nan               0               0
205240141          12.050             nan             nan             nan               0               0
204490732          14.275             nan             nan             nan               0               0
204306820          12.048             nan             nan             nan               0               0
202606214          13.275             nan             nan             nan               0               0
205322591          14.371             nan             nan             nan               0               0
203839095          13.995             nan             nan             nan               0               0
204303784          13.814             nan             nan             nan               0               0
203070588          15.031             nan             nan             nan               0               0
205505636          12.168             nan             nan             nan               0               0
203002068          11.207             nan             nan             nan               0               0
203522897          14.874             nan             nan             nan               0               0
204557096          13.895             nan             nan             nan               0               0
205238471          14.803             nan             nan             nan               0               0
204859556          10.177             nan             nan             nan               0               0
204975020          11.736             nan             nan             nan               0               0
202957873          14.415             nan             nan             nan               0               0
205513032          15.419             nan             nan             nan               0               0
204796900          15.741             nan             nan             nan               0               0
202970894          12.851             nan             nan             nan               0               0
202686996          12.447             nan             nan             nan               0               0
202782724           9.606             nan             nan             nan               0               0
202593561          12.653             nan             nan             nan               0               0
203748523          15.591             nan             nan             nan               0               0
204857023          14.322             nan             nan             nan               0               0
202872480          13.583             nan             nan             nan               0               0
203737861          14.830             nan             nan             nan               0               0
205014996          14.789             nan             nan             nan               0               0
204350686          11.384             nan             nan             nan               0               0
204470100          11.448             nan             nan             nan               0               0
203987773          12.415             nan             nan             nan               0               0
203870058          12.879             nan             nan             nan               0               0
203688229          15.546             nan             nan             nan               0               0
203446403          14.057             nan             nan             nan               0               0
204224715          11.789             nan             nan             nan               0               0
203754872          13.347             nan             nan             nan               0               0
204841911          13.754             nan             nan             nan               0               0
204353555          11.973             nan             nan             nan               0               0
203745126          13.911             nan             nan             nan               0               0
204650226          15.079             nan             nan             nan               0               0
205057416          11.837             nan             nan             nan               0               0
202600011          12.561             nan             nan             nan               0               0
202712589          15.176             nan             nan             nan               0               0
203143831          12.519             nan             nan             nan               0               0
204795522          15.399             nan             nan             nan               0               0
202987619          13.179             nan             nan             nan               0               0
203925481          12.267             nan             nan             nan               0               0
203922660          12.454             nan             nan             nan               0               0
203378869          13.689             nan             nan             nan               0               0
204371613          13.031             nan             nan             nan               0               0
204792010          14.927             nan             nan             nan               0               0
205563464          10.501             nan             nan             nan               0               0
204410550          15.261             nan             nan             nan               0               0
204615755          12.121             nan             nan             nan               0               0
203336734          14.072             nan             nan             nan               0               0
204477456          12.534             nan             nan             nan               0               0
204909952          16.959             nan             nan             nan               0               0
204669540          12.334             nan             nan             nan               0               0
203420271          15.167             nan             nan             nan               0               0
205595914          12.137             nan             nan             nan               0               0
203714358          11.640             nan             nan             nan               0               0
204614722          13.933             nan             nan             nan               0               0
205675132          12.379             nan             nan             nan               0               0
202734180          15.189             nan             nan             nan               0               0
204364063          12.001             nan             nan             nan               0               0
202813854          13.258             nan             nan             nan               0               0
205221857          14.262             nan             nan             nan               0               0
205587424          16.211             nan             nan             nan               0               0
205481228          15.669             nan             nan             nan               0               0
203742679           9.970             nan             nan             nan               0               0
203578387          11.392             nan             nan             nan               0               0
205400901          13.762             nan             nan             nan               0               0
205682525          13.700             nan             nan             nan               0               0
203525539          12.691             nan             nan             nan               0               0
203557872          13.667             nan             nan             nan               0               0
204770222          14.478             nan             nan             nan               0               0
203662639          14.783             nan             nan             nan               0               0
204956854          13.691             nan             nan             nan               0               0
