211025922          24.522
210796546         236.097
211025925         506.272
210698245          23.766
210534409         733.197
211058698        3345.588
210993165         197.944
210763795         565.067
210927635          85.876
210370582         357.664
210763799          97.377
210796572          48.223
210960413          18.768
210927645        1598.429
210960416          45.710
210567200          37.708
211091492          26.757
210436133          12.121
210370599          52.281
211091497          38.588
211025964          33.259
210599981         952.742
210796589         124.917
211124272          18.132
210665521          10.447
210599987          17.022
211058748          38.951
211058754         509.306
210763843         621.467
211025987         101.129
210960456          21.866
211157068          54.932
210763852          63.555
210468941          33.848
211091536        1244.074
210403410          40.808
210927700          26.522
210829398          14.904
210993240          39.115
210665561          22.084
210501726         291.053
210829407         233.273
210370656         321.104
210763876         164.381
210993252          85.956
211058794          23.706
210600043          30.925
210894955         480.613
210927722         181.727
211026028          90.138
210960495          31.726
211058796         733.018
210894961          82.903
211058801          13.316
210468979          28.213
210698355          71.860
210567284          54.029
211026033          84.375
210337911          43.328
210796664           1.920
210894969          23.420
210731130          19.581
210763899          11.901
210731126         202.984
210731134          27.288
210567297          41.616
210501762         208.709
210731139         474.171
210796674          56.004
210698373          61.215
211157125          66.031
211157130          13.535
210698378          32.524
210731150        2844.352
210534545           2.515
210862226         546.137
210731155          50.511
210534548        1850.627
210763921         336.508
210534547          59.995
210731169          28.010
210763937          29.302
210763939         389.701
210895009          46.032
210469029          75.928
211091623         712.144
211026087          54.628
210337961          26.458
210993319          14.782
210370729         849.557
210731183         274.569
210763952          30.024
210436274          13.748
210796724          84.164
210568426          10.322
211091644       18553.205
211026112         290.341
210960579          15.327
210600132          20.415
211124420          39.493
210534598         484.694
211058884          17.858
210796747         272.674
210436303           6.742
210534608         426.551
210632918          61.722
211026136         813.631
210403550          95.711
210370784           5.889
210632929          32.377
211058914          28.870
210567395         687.958
211091685          29.965
210960616         266.131
211058925          99.463
210501869          27.045
210731245          18.367
210993392         154.490
211157234          43.019
211091701          66.617
210403574         135.739
210665718          30.418
210469113           9.257
210731260          85.793
210731267          36.167
210731268          13.468
211026181         374.089
210534662         344.470
210764038          64.288
211091727          49.895
210927895          23.910
210567450          28.976
210370843         236.098
210960667         742.871
211157277          30.423
211091743          43.778
210665760          40.432
210927909          27.466
210501928           6.824
210862379          93.112
210698543          45.015
211091759          76.078
210338097         134.726
211026226          26.202
210862388          15.010
211091768          65.871
211059002          42.428
210469180         602.657
211124543          23.022
210829632          90.217
210665793          32.039
211059010        1457.196
210698564          18.151
210338118          28.679
210501959          84.631
210731336          23.818
210895177           8.444
210436426        1085.692
210731335          44.952
210501964        1428.759
210993485          81.206
210534732        1261.847
