220444984,13.694,1,False
220211491,15.913,76,False
220266937,12.639,15,False
220201968,15.523,35,False
220171401,12.974,53,False
220247137,15.894,15,False
220518169,16.626,22,False
220532992,16.005,45,False
220685839,13.513,10,False
220376840,15.819,84,False
220172515,15.712,55,False
220186340,13.739,75,False
220462471,14.354,66,False
220639329,13.066,51,False
220479022,11.154,21,False
220226215,17.647,73,False
220369949,14.393,84,False
220401425,13.686,44,False
220349408,14.03,38,False
220188503,15.812,36,False
220281357,11.248,80,False
220246397,13.116,59,False
220278258,16.88,15,False
220189498,13.186,76,False
220362255,12.764,44,False
220189614,18.548,36,False
220556275,15.991,71,False
220492887,17.139,46,False
220280853,13.988,58,False
220325695,12.837,14,False
220180327,11.809,74,False
220357290,18.799,64,False
220557379,13.821,23,False
220670528,15.308,10,False
220222769,12.601,79,False
220312894,14.083,14,False
220273032,18.705,13,False
220315812,8.874,14,False
220225625,15.711,59,False
220614894,16.208,49,False
220217175,14.683,79,False
220281626,13.285,58,False
220256552,15.392,16,False
220337745,13.043,82,False
220383305,14.716,38,False
220513641,12.622,22,False
220140731,13.266,56,False
220531347,12.265,45,False
220226308,15.43,59,False
220287436,13.288,40,False
220449391,14.8,4,False
220493201,16.696,24,False
220330051,13.063,38,False
220297266,13.326,39,False
220230083,12.314,33,False
220215838,13.722,73,False
220510077,12.474,2,False
220159244,13.818,75,False
220331215,16.413,77,False
220280301,10.598,77,False
220598604,12.619,50,False
220442848,15.872,21,False
220606816,17.812,25,False
220491535,13.745,24,False
220477415,15.424,46,False
220506964,14.296,46,False
220649226,15.56,51,False
220548378,15.885,23,False
220682329,12.05,11,False
220445196,12.346,66,False
220604476,15.087,25,False
220737215,13.55,32,False
220470106,14.317,42,False
220728761,10.388,32,False
220459451,15.46,41,False
220587532,12.474,72,False
220492708,18.805,2,False
220713207,13.497,29,False
220631388,12.842,25,False
220533502,12.379,3,False
229228496,18.4,54,False
220684092,15.965,52,False
220327591,14.08,83,False
220220357,18.306,33,False
220633857,14.084,27,False
220353608,12.164,82,False
220453475,15.782,42,False
220198656,13.397,73,False
220313783,11.162,14,False
220631163,9.917,27,False
220183379,15.847,53,False
220598331,14.847,25,False
220551776,15.897,71,False
220152490,11.187,56,False
220452997,14.821,68,False
220608301,16.888,49,False
220233349,13.432,16,False
220231359,16.625,59,False
220478023,13.575,21,False
220224294,15.176,79,False
220202782,17.653,60,False
220456421,14.794,1,False
229228813,18.7,76,False
