215121921          54.857
215252993          65.793
214368257          41.143
213483527          90.399
214925320          38.294
214564872          36.960
214007818          38.704
214859787          54.734
214073355          15.173
214335502         276.601
215220240          39.714
215089170         101.126
214892564          28.414
214728725          67.376
215482388          20.755
214990877          93.773
216268832          21.266
218005539          25.682
218660903          45.924
216498220          71.315
214794287          68.203
215023666          40.665
216203318          17.854
215253051          44.437
215187516          57.262
213778492         114.560
213450815          58.525
215089221          16.488
213647431          39.234
219807818         163.801
216498252          89.463
219054160          75.724
213975121          68.069
213876818          20.545
218824789          26.715
218300504          37.579
213352537         131.873
213909594          48.294
215253087          37.007
215646306          26.257
214401125          25.585
217940074          59.963
218628202        4874.736
215744619          21.412
214106224          25.401
216858738         462.517
218988659          34.627
213418099         101.932
214859892          30.972
218660979          33.741
218759287         108.469
218988666         110.225
218595452         185.449
217022590          92.262
213975166          21.943
213942401         536.667
217219203          35.176
219349127          23.974
215253129          84.690
214663311          53.612
215482512          41.193
215351441          78.488
219578517         361.088
215122070          85.148
219512982         900.637
218529944         394.322
216006809         334.338
218857625          40.809
213549212        9732.462
218300572          47.561
214073502           8.302
218038431          28.316
216662174         268.060
213450915          19.028
216170660          30.094
215253157          40.833
213483687          79.692
218923177          35.830
213975215          22.086
215089329         105.335
214663346          98.549
216891571         108.531
214958258         110.606
219283637          72.642
214204603         785.997
216858812         154.620
217514177         130.885
219709636         126.188
218267846          26.084
215908553          16.366
216465617          72.488
219480273          16.035
219185362        1935.728
215089364          99.532
214663384          35.685
218071257          23.219
218431707          54.553
214335707          18.957
215351520          47.321
215875814          43.157
215122151          38.731
215318767          31.120
215122161         105.759
218956025          34.476
215941369          55.926
218595582          50.341
214860030         421.886
215253246          55.279
214335745         278.617
213549315          42.753
219119877         465.872
213844229         312.201
215908616          29.829
219316493         132.152
213549332         111.615
216793365          37.320
215089436          40.020
218857756          15.821
218824992          56.832
213516578          94.885
213614882          81.584
216924452         152.609
216793383          73.304
213713191         371.007
219185449         465.951
217973035          23.902
214958379          44.799
213549359          91.799
215220529         232.392
214139185        2867.262
213451066         318.594
215810370          33.198
215220546          33.816
213385540          10.185
213745988          85.014
216891720         230.991
218628425          57.028
215155018          65.482
216072520          42.269
219054413          36.939
213516623          77.884
213778770          19.000
217153875          97.364
218792276          32.202
214106452         772.423
216833861         107.789
215023959          96.553
216400215          21.638
217284953          50.445
214630744          92.887
213909853         108.032
217088350          62.533
219185504          25.383
218169699          31.264
213778787          68.184
214335843          21.285
215351657         282.855
214630761         121.942
214696298          86.651
218464621          42.654
214729069          49.699
213451117         119.111
218530158          28.216
214598001          70.820
218661234          53.790
213123443          34.174
215253361          21.952
213516661          69.743
216072576          24.212
216236417          24.922
213844354         290.820
217940356          28.069
214073733         206.832
215089541          47.471
217842055          27.839
215220618          71.198
214204811         103.434
219120013          86.833
213811600          97.610
218268048          55.812
215908754          16.355
215286163         122.374
214106520         289.535
219611545          41.621
215712157          43.196
216367518         601.510
216924577          37.272
214729122          85.369
215220647          94.699
215253417          38.193
215417258          35.398
219054509         885.987
214892979          19.918
219120051          31.097
214958517          12.349
214270391          20.849
213909943          91.315
214696379         179.725
213615041          33.182
