c08
220444984,13.694,641.021,50.684,0
220211491,15.913,888.123,300.591,0
220266937,12.639,212.305,91.844,0
220201968,15.523,875.541,212.595,0
220171401,12.974,1615.014,179.907,0
220247137,15.894,1725.832,314.247,0
220518169,16.626,1008.164,327.906,0
220532992,16.005,663.065,226.474,0
220685839,13.513,208.958,74.246,0
220376840,15.819,668.613,215.727,0
220172515,15.712,814.402,261.056,0
220186340,13.739,1718.094,58.905,0
220462471,14.354,325.289,36.158,0
220639329,13.066,754.636,35.455,0
220479022,11.154,93.769,87.487,1
220226215,17.647,3114.742,1028.218,0
220369949,14.393,3563.081,70.399,0
220401425,13.686,96.423,41.014,0
220349408,14.030,292.204,50.679,0
220188503,15.812,1264.042,354.163,0
220281357,11.248,595.740,16.295,0
220246397,13.116,129.951,29.661,0
220278258,16.880,1626.893,565.749,0
220189498,13.186,223.865,52.353,0
220362255,12.764,48.717,24.348,0
220189614,18.548,9397.806,2437.475,0
220556275,15.991,4663.183,376.319,0
220492887,17.139,1403.112,395.196,0
220280853,13.988,246.024,58.646,0
220325695,12.837,244.643,40.351,0
220180327,11.809,29665.347,29547.929,0
220357290,18.799,7563.404,1573.133,0
220557379,13.821,108.607,47.891,0
220670528,15.308,1290.228,142.786,0
220222769,12.601,534.703,58.880,0
220312894,14.083,32428.139,53.093,0
220273032,18.705,9028.018,1882.929,0
220315812,8.874,145.219,27.512,1
220225625,15.711,1302.494,172.752,0
220614894,16.208,706.901,222.731,0
220217175,14.683,899.188,92.266,0
220281626,13.285,163.806,45.973,0
220256552,15.392,483.686,180.403,0
220337745,13.043,468.805,40.074,0
220383305,14.716,174.052,71.649,0
220513641,12.622,108.756,23.277,0
220140731,13.266,1622.397,41.339,0
220531347,12.265,87.682,21.467,0
220226308,15.430,2849.983,119.190,0
220287436,13.288,143.673,34.169,0
220449391,14.800,1739.159,127.960,0
220493201,16.696,32169.070,13742.381,0
220330051,13.063,68.205,30.688,0
220297266,13.326,125.141,32.615,0
220230083,12.314,336.011,25.552,0
220215838,13.722,542.419,45.856,0
220510077,12.474,569.323,30.351,0
220159244,13.818,546.325,60.840,0
220331215,16.413,858.521,264.118,0
220280301,10.598,136.739,14.934,1
220598604,12.619,256.096,27.379,0
220442848,15.872,399.396,136.348,0
220606816,17.812,2380.404,676.840,0
220491535,13.745,93.109,42.241,0
220477415,15.424,665.469,100.336,0
220506964,14.296,142.324,52.636,0
220649226,15.560,5812.523,277.770,0
220548378,15.885,735.047,175.393,0
220682329,12.050,511.859,24.220,0
220445196,12.346,186.314,22.540,0
220604476,15.087,233.890,114.337,0
220737215,13.550,1206.316,63.421,0
220470106,14.317,1548.966,50.999,0
220728761,10.388,84.731,13.523,1
220459451,15.460,393.162,128.497,0
220587532,12.474,747.483,37.939,0
220492708,18.805,6041.596,2560.932,0
220713207,13.497,489.065,43.866,0
220631388,12.842,111.543,32.417,0
220533502,12.379,1007.373,34.276,0
229228496,18.400,9524.660,2701.667,0
220684092,15.965,968.469,260.507,0
220327591,14.080,1020.477,92.606,0
220220357,18.306,5255.602,1423.389,0
220633857,14.084,432.019,64.683,0
220353608,12.164,692.957,26.690,0
220453475,15.782,785.333,161.957,0
220198656,13.397,489.653,44.561,0
220313783,11.162,138.641,17.931,1
220631163,9.917,80.923,16.642,1
220183379,15.847,866.036,271.462,0
220598331,14.847,505.988,93.279,0
220551776,15.897,1196.689,274.990,0
220152490,11.187,1385.680,21.694,0
220452997,14.821,334.563,113.863,0
220608301,16.888,30774.956,9493.932,0
220233349,13.432,296.355,59.728,0
220231359,16.625,1613.134,296.521,0
220478023,13.575,118.577,34.935,0
220224294,15.176,4245.562,128.670,0
220202782,17.653,2247.854,693.991,0
220456421,14.794,476.096,111.189,0
229228813,18.700,8909.760,1837.062,0
220533553,14.647,172.205,65.412,0
220395006,15.659,5491.448,212.102,0
220691514,16.314,1811.654,519.286,0
220184842,13.208,1162.316,50.126,0
220454332,16.909,77165.228,72537.220,0
220514235,15.931,475.964,156.687,0
220311932,13.927,229.220,64.305,0
220231976,18.227,4266.528,1231.913,0
220666878,11.835,456.565,47.315,0
220270576,10.371,261.575,13.716,1
220670530,12.683,351.855,40.198,0
229228633,18.470,3314.854,1143.472,0
220313822,17.165,126362.597,126507.940,0
220142109,10.733,347.708,71.788,1
220214359,17.773,18274.602,1292.747,0
220598935,12.657,68.808,28.776,0
220233732,15.094,514.423,109.776,0
220506774,17.132,1441.653,428.529,0
220299075,13.173,439.104,40.198,0
220277257,15.869,785.221,195.605,0
220273435,15.045,611.518,302.247,0
220414798,12.694,37.192,21.974,0
220508113,14.901,844.816,118.887,0
220625135,12.785,109.394,30.712,0
220362699,15.107,4748.382,120.807,0
229228384,18.500,4050.056,1062.021,0
220194653,13.757,449.955,62.537,0
220471370,15.223,1877.989,40.505,0
220607228,15.980,605.604,196.032,0
220685850,16.795,1296.628,401.407,0
220196611,12.704,239.834,40.774,0
220232230,18.325,3643.838,1106.459,0
220217642,15.909,1153.591,405.008,0
220268878,13.257,524.993,41.484,0
220217671,17.233,2262.492,705.082,0
220286634,13.481,6876.137,39.163,0
220554160,13.771,290.315,53.748,0
220339489,13.700,316.534,55.212,0
229228741,17.260,2514.044,891.545,0
220338038,17.093,5028.008,665.926,0
220393129,11.072,40.133,24.386,1
220358933,16.111,6790.058,271.607,0
220364826,13.700,603.574,74.085,0
220604498,13.104,15858.085,76.573,1
220568481,12.465,397.142,25.138,0
220412700,13.291,84.541,31.100,0
220223398,10.486,156.944,90.792,1
220625064,10.497,155.577,19.112,1
220622918,16.228,17181.128,165.003,0
220730964,14.054,1129.913,69.798,0
229228618,18.530,5986.243,1560.073,0
220616420,13.735,354.800,51.378,0
220217116,18.257,3614.193,999.124,0
220205992,12.860,613.755,66.872,0
220394247,15.085,417.660,170.205,0
220233203,13.385,95.290,42.747,0
220706551,16.813,1391.860,451.581,0
220420178,13.829,81.875,39.778,0
220155692,9.529,214.330,71.610,1
220604512,14.976,1157.769,137.416,0
220543034,11.864,1188.602,24.483,0
220263698,15.897,568.669,180.761,0
220374792,18.899,9536.043,2336.650,0
220562272,11.245,176.946,17.135,1
220640471,16.295,31778.982,31429.931,0
220324241,12.621,147.392,23.416,0
