c04
210839311,15.543,432.039,150.009,0
210329876,9.541,142.143,87.578,1
210888936,12.564,73.003,30.591,0
210437334,15.419,17033.798,370.371,0
210459446,10.788,220.143,74.952,1
210954438,15.751,1147.607,227.481,0
210978458,13.323,316.560,42.519,0
210611003,15.473,3629.519,112.965,0
211064137,14.839,662.617,194.913,0
210672289,9.632,502.942,105.711,1
210728731,12.328,507.589,426.798,0
211063411,13.366,1578.251,40.756,0
210783336,12.082,113.910,89.724,0
210518401,16.805,1732.871,390.815,0
210924735,11.480,758.224,722.806,0
211071062,15.518,1130.310,189.590,0
210973575,16.723,1582.502,530.281,0
210958689,12.839,153.801,35.614,0
210441449,16.229,2817.348,562.051,0
210441890,18.115,4275.811,1060.262,0
210626852,8.722,44.003,15.234,1
210711788,13.297,231.595,41.351,0
210997579,18.099,3611.575,1295.812,0
211081393,18.835,29874.515,2274.539,0
211111803,11.967,837.823,76.937,0
210573133,12.265,951.091,19.632,0
210927202,17.923,8300.894,1224.845,0
210339090,14.549,644.259,183.994,0
210453164,13.431,362.691,41.899,0
210982637,13.353,210.883,49.943,0
211110960,12.791,1873.491,79.961,0
211055547,13.772,131.219,43.903,0
211017805,11.759,152.850,86.962,0
210742149,10.513,113.163,14.856,1
210353661,13.522,297.461,56.601,0
210956385,14.167,158.060,63.891,0
210618991,16.244,1090.882,272.912,0
210734755,10.787,17.084,12.589,1
211001882,16.202,824.477,255.071,0
210715462,12.614,292.220,27.546,0
210363904,12.308,696.568,24.245,0
210626901,13.750,151.274,43.844,0
211187033,13.455,1423.751,57.962,0
210670546,10.892,136.331,17.452,1
210606582,11.320,171.679,69.760,0
211035145,8.828,158.268,45.886,1
211088189,16.016,2233.578,1485.414,0
210536583,15.845,507.656,174.572,0
210927281,16.286,2056.865,1164.822,0
210667175,12.387,177.941,104.188,0
210417765,11.558,171.785,18.637,0
210361187,9.266,136.755,28.042,1
210890451,11.881,170.334,25.128,0
210991549,12.501,130.627,44.988,1
210550275,17.297,1585.518,398.681,0
210967530,17.879,2536.633,925.345,0
211158092,14.786,1651.368,1426.978,0
210814892,12.949,82.336,27.911,0
210989517,9.784,167.740,29.960,1
210373705,14.978,776.939,181.673,0
210475946,13.346,261.129,37.156,0
210511436,13.285,132.606,39.626,0
211016895,12.735,230.987,27.758,0
210688461,15.977,638.350,165.073,0
211065892,10.938,185.993,82.356,1
210801782,10.867,136.092,92.370,1
210612134,16.724,2295.698,542.913,0
210615875,19.158,18486.231,3963.217,0
211059897,16.376,1424.554,514.724,0
210653320,14.964,406.155,101.126,0
211007887,17.326,6454.330,1126.974,0
211044671,13.682,380.071,50.845,0
