c111
232145083,11.780,496.551,29.640,0
225010273,13.424,30585.746,103.464,0
224802642,10.318,97.981,15.227,1
231485706,14.204,15225.437,166.855,0
237856653,10.393,13634.442,52.958,0
226142509,10.121,176.928,60.354,1
227401902,11.368,140.386,20.964,0
230597751,14.836,28527.371,215.423,0
233473719,13.268,4856.901,25.329,0
240444714,12.921,54676.940,1474.837,0
231941183,10.737,165.826,21.305,1
221715555,12.907,9085.223,98.732,0
230779398,12.684,95.539,33.976,0
232310339,10.585,249.185,19.192,1
235784210,14.357,6254.352,648.924,0
227449429,10.743,106.132,20.102,1
226164652,12.792,260.025,58.599,0
235351209,11.263,169.861,61.410,1
240455171,12.860,91979.907,375.460,0
204231196,6.393,11232.589,721.750,1
234987971,12.122,26.180,23.141,0
224820627,14.886,16421.239,127.273,0
224624901,14.931,7369.971,189.070,0
230505295,16.478,9674.418,313.476,0
240473783,12.565,794.570,100.242,0
234585678,6.439,176.208,24.408,1
221667892,13.008,10801.580,430.140,0
240854731,11.819,69394.703,282.458,0
235260895,13.454,473.550,76.432,0
234484457,13.234,6162.302,52.484,0
234856330,12.414,179.012,34.629,0
224566246,13.686,3401.026,125.920,0
236718402,16.908,8182.157,74.313,0
203694395,10.558,225.384,17.229,1
235043876,11.830,72.169,24.488,0
240345014,13.225,753.153,127.427,0
224937601,10.479,322.631,10.421,1
225186092,13.759,15723.992,55.149,0
235199401,13.318,71.568,50.573,0
240402221,13.526,23249.789,659.861,0
234963658,9.811,19.021,8.376,1
225050363,13.847,34167.879,193.347,0
234582700,11.188,154.223,38.107,0
240544726,12.110,134846.150,10108.948,0
224100467,11.820,185.801,25.571,0
235031893,13.682,134.589,115.739,0
240420496,13.427,651.014,76.939,0
223252417,13.715,291.843,72.998,0
235254634,13.771,4974.799,123.220,0
204630034,13.734,1136.283,100.172,0
230892316,12.990,1917.127,71.481,0
221600263,12.580,20090.739,2552.570,0
221937780,10.659,252.366,73.161,1
231077653,9.166,159.613,14.000,1
221617716,13.351,1482.207,50.288,0
235719088,9.506,233.109,24.626,1
231125284,12.618,1753.694,35.450,0
235907347,11.800,2243.003,241.150,0
231031639,10.873,243.678,24.490,1
227410388,7.081,368.910,322.342,1
221960287,15.164,2631.491,1447.856,0
225158167,14.501,4569.999,569.924,0
242180658,10.128,301.075,17.721,1
230764602,12.532,364.033,92.843,0
235560668,15.364,56800.687,1626.167,0
235221606,12.503,136.119,36.238,0
204475076,10.602,249.449,37.431,1
231272282,13.118,47032.926,848.909,0
224644518,14.367,9191.084,416.586,0
225153417,13.593,26571.628,171.905,0
227647479,11.288,2685.873,31.995,0
231424251,14.292,18106.682,1241.662,0
235213511,13.145,1279.994,388.667,0
251248516,14.000,10726.078,173.237,0
224685166,13.504,8444.239,827.763,0
230194154,7.801,1866.054,322.845,1
204411990,15.695,31821.444,2415.762,0
234605355,13.400,1452.121,89.648,0
227907714,9.498,123.226,13.880,1
231304506,12.676,203.075,24.163,0
230932918,11.432,472.209,61.475,0
221832012,11.548,1731.693,49.531,0
224370250,10.822,185.589,13.419,1
221453252,13.888,728.867,66.673,0
232152752,16.315,5697.938,1492.039,0
242187614,11.304,11117.348,17.537,0
231293989,11.742,63.133,21.751,0
233120850,11.413,1469.035,22.059,0
225246542,13.692,58931.879,263.135,0
230545754,13.085,644.052,47.195,0
231293412,13.170,255.162,68.016,0
229438017,11.944,3046.440,74.112,0
234991672,13.171,446.713,73.487,0
251248728,17.716,5432.729,105.382,0
240425339,11.041,609.504,478.600,0
234556150,12.766,137.848,41.919,0
235108596,13.535,15535.744,926.043,0
231448190,13.500,541.766,55.383,0
235673543,10.598,3083.377,1006.576,0
203885854,12.110,2514.591,74.601,0
239453711,17.193,126224.741,560.334,0
235734105,15.051,13932.400,456.818,0
233153568,10.490,1660.474,135.903,0
224742242,13.548,2686.526,70.299,0
240547659,11.476,561.856,68.674,0
234954601,13.138,580.251,39.373,0
