211025922           9.794        3144.090        3125.838           5.597 0 0
210796546          16.097         621.382         626.805          90.496 0 0
211025925          15.377        1078.503         942.143          94.166 0 2
210698245          12.168         295.934         298.709          16.274 0 0
210534409          17.458        2011.936        2001.928         159.485 0 0
211058698          17.722       14107.583       14438.132         381.949 0 0
210993165          14.968         406.877         373.548          57.695 0 4
210763795          16.927       14097.278       14303.221         134.253 0 0
210927635          13.161         131.926         130.902          25.591 0 0
210370582          15.869        5342.360        5245.865          89.825 0 0
210763799          11.647         304.346         289.391          12.723 0 0
210796572          13.304         118.519         110.104          26.359 0 0
210960413          11.540         123.408         123.627          12.142 0 0
210927645          17.467        3336.043        3353.555         209.199 0 0
210960416          13.166         282.083         283.930          24.024 0 2
210567200          13.278         187.889         177.125          26.626 0 0
211091492          12.243         267.023         258.251          16.748 0 1
210436133          10.029         813.455         806.171           6.308 0 1
210370599          10.530         315.396         291.819           7.842 0 1
211091497          13.275         311.172         316.582          26.045 0 0
211025964          12.179         423.549         433.932          14.383 0 0
210599981          17.702        2695.441        2681.300         171.857 0 4
210796589          12.558         268.689         244.286          18.110 0 4
211124272          11.252         110.390         113.049          10.573 0 0
210665521          11.141          54.009          53.572           9.982 0 0
210599987          11.092         281.596         256.308          10.022 0 0
211058748          13.139         624.036         648.338          25.021 0 3
211058754          15.005        1409.649        1402.438         132.480 0 0
210763843          16.534        1875.331        1892.334         180.492 0 0
211025987          11.833         335.813         324.477          13.735 0 2
210960456          13.162         202.224         178.741          16.483 0 0
211157068          13.467         565.703         565.424          29.239 0 1
210763852          13.848         131.820         130.856          38.959 0 2
210468941          10.708         129.595         130.828           8.060 0 0
211091536          15.879        1806.169        1484.579         118.023 0 0
210403410          13.209         216.235         216.388          25.903 0 0
210927700          12.765         182.791         180.314          19.239 0 0
210829398          11.485          32.198          32.076          11.618 0 0
210993240          13.816         146.565         136.430          25.972 0 2
210665561          12.130          39.248          39.505          15.858 0 0
210501726          15.869         927.777         928.643          95.672 0 0
210829407          15.513         661.187         664.896          96.054 0 2
210370656          15.379         860.746         882.577          84.412 0 0
210763876          16.745         336.492         343.896          69.444 0 5
210993252          12.611         208.973         203.372          19.622 0 0
211058794          12.038         440.811         427.417          15.671 0 0
210600043          12.757         186.160         175.343          21.405 0 0
210894955          14.585         741.932         688.782          86.467 0 0
210927722          15.700         377.358         378.400          77.615 0 4
211026028          12.514         171.808         170.809          19.111 0 0
210960495          10.682         227.334         226.883           8.064 0 0
211058796          17.283        1417.778        1424.242         151.903 0 0
211058801           8.509         275.928         323.694           2.699 0 4
210468979           9.272         881.072         814.047           4.135 0 0
210698355          13.964         273.872         276.245          36.574 0 4
210567284          12.706         280.999         284.838          20.784 0 0
211026033          13.087         296.057         288.102          22.807 0 1
210337911          10.661         224.448         226.457           8.101 0 1
210894969          11.057         131.744         130.568           8.780 0 0
210731130          11.650          52.498          39.427          11.668 0 4
210763899          10.431         157.816         163.952           7.202 0 0
210731126          15.220         433.595         433.415          87.448 0 0
210731134          12.675          74.814          76.506          20.078 0 0
210567297          12.434          94.318          62.219          17.482 0 0
210501762          15.998         486.809         494.930          86.155 0 0
210731139          16.366        1779.102        1784.647         114.365 0 0
210796674          13.045          68.000          67.666          22.171 0 0
210698373          13.740         286.167         288.418          32.602 0 0
211157125          13.771        1354.813        1395.046          33.260 0 2
211157130          10.760         323.451         323.315           8.566 0 0
210698378          13.007          46.101          46.246          23.280 0 0
