211025925         718.250         504.278
210763795         622.080         617.729
210370582         374.255         375.952
210960416          47.125          46.560
211091492          28.276          27.991
210436133          12.703          12.510
211025964          51.983          33.185
211124272          19.504          19.093
210763843         671.183         675.511
210927700          27.848          27.452
210829407         246.467         247.639
210370656         349.819         349.400
211058794          25.524          25.270
210337911          45.313          44.599
210894969          28.398          24.549
210731130          28.299          19.972
210763899          13.210          12.453
210731126         215.046         214.832
210567297          80.004          40.123
211157130          17.391          14.831
210698378          35.367          35.559
210731155          51.987          49.894
210731169          28.563          28.997
210337961          30.983          26.258
210731183         275.613         276.522
210960579          18.370          15.790
210403550          93.787          86.195
211058914          32.064          29.770
210993392         160.854         161.447
210403574         141.794         139.163
210731260          86.716          85.712
210534662         373.093         374.058
210370843         245.655         245.643
210501928           5.542           6.989
210862379          92.108          92.804
210698543          47.461          46.040
210862388          16.078          15.787
210829632         126.603          93.434
210665793          39.742          30.534
210731336          23.377          23.049
210895177           7.040           7.552
210436426        1062.559        1075.901
210501964        1521.339        1520.831
210731351          69.342          49.705
211026276        2030.774        2366.694
211059054         328.325         330.869
210927996          19.308          18.055
210764157         239.842         240.080
210928008         110.589         108.580
210796939          16.572          16.624
211157387        3150.497        3016.071
210403725          22.770          22.691
210960788         235.319         237.512
210764183        1808.459        1688.847
210744319          80.074          86.784
210633136           5.387           5.537
210698679         370.216         373.635
210796997          35.005          34.293
210469324         293.630         297.457
210829783         360.337         358.685
210731481         121.260         121.008
210600419          25.896          25.101
210403813         845.344         853.018
211026410          65.199          17.214
210731503         439.424         438.208
211059185         721.108         710.554
210928115         550.104         397.895
210928123          31.233          30.963
210895374          31.833          31.738
211026454          24.149          24.001
210436641          87.915          85.238
211026474          28.547          28.348
210338347          79.962          75.967
211124784          34.786          32.896
210666042          78.853          78.387
210567748           5.187           4.864
210960969          40.496          37.318
210338379        1904.469        1921.774
210338390          29.362          21.341
210993752        4983.399        5062.529
210469490          48.752          48.788
210633333          29.343          26.898
210764431          25.201          23.281
211026586         173.698         171.986
211092122          52.535          46.525
210633383         558.593         567.145
210535083          27.103          25.573
210698933         170.508         169.517
210764483          53.045          32.367
210633421          42.829          42.815
210961106         733.935         739.933
210797268          74.075          27.905
210797271          45.373          45.432
210764521         410.607         412.691
210404083          33.675          30.474
210502400          65.099          64.898
210535186        4432.875        3932.906
210666258          84.934          48.337
210993942         273.636         262.550
210764570          34.257          34.243
210666268         333.463         332.526
210404130          27.257          26.906
210699053         577.752         584.851
210535217          90.290          28.014
210568002          73.422          72.690
210993986         577.992         581.380
210928456          27.752          26.539
211092297         516.762         517.837
210731850          18.992          18.833
210436949          17.941          18.056
210404194         249.682          88.218
211125102         211.553         210.709
210502511         371.031         372.425
210502513         102.839         100.572
210437025          11.031          12.866
211092391          26.089          24.668
210994089         199.894          25.773
210568122          35.574          35.603
211059650         291.603         181.589
210863046          23.256          23.089
210469832          42.861          40.754
211059658        1574.460        1554.334
210994135          86.189          82.721
210797527         112.296         112.028
211026906         117.579         117.927
210994141        1998.185        2003.616
210437091          57.961          40.011
210338796         111.625          52.631
210535409          65.601          62.323
211125240         685.805         689.123
210338814        1676.419        1691.771
211190787         111.440         105.634
211026951          39.141          37.990
210928647          29.718          29.192
211059727        2199.008        2614.238
210994193         414.798         418.195
211026963           7.864           7.649
211026972          23.285          22.805
210502690         254.294         256.245
210666536           4.762           4.720
210928684          48.679          48.658
210568242          51.445          50.059
211059767        2186.486        1482.226
211125311          55.378          53.922
211059775        2283.402        2713.326
210732099          29.269          29.293
210961476          90.270          83.289
210797638         430.238         437.944
210764876          64.769          64.875
210895952          18.456          18.396
210961494          41.605          41.344
210535512          28.574          27.959
210568287         102.552          97.116
210404457          33.384          32.609
210928749          97.851         100.825
210371702         912.682         977.992
210961557          66.606          66.563
211092630        6454.876        6359.873
210601109         500.203         502.703
211059880        5927.683        4216.286
211027112          94.114          91.943
210338993          45.977          44.060
210601140          11.001          12.338
211059897         687.650         688.742
210797762         679.169         687.275
210535619          30.832          30.546
210797764         108.902         102.222
210666696          25.867          25.748
210797769          25.918          26.103
210339021          23.017          21.696
211059924          72.062          25.544
210732246           1.473           1.402
210437334        2837.250        2878.219
210765034        2057.374        2066.023
210797808         319.110         326.165
210470138          16.927          17.635
210437370          86.459          81.264
210666747          12.888          11.717
210732291          48.236          39.671
210666756          34.720          34.658
210437384         258.224         258.433
210699550          56.720          32.756
210568480          32.435          32.289
211027239         104.200         104.939
210732332         210.297         206.840
210928970         405.670         406.412
211060049         797.366         129.151
210568531         536.158         443.200
210961748          74.427          74.313
210928980         144.069         143.093
211125590          34.663          34.006
211158381          22.529          23.592
210929010          41.397          27.606
210765175          35.927          32.965
210437497          67.061          26.180
211191164         941.938         945.533
210797961          19.736          16.997
210568587          42.583          42.129
210371998         106.014          98.598
210830751          52.302          52.278
210404794          62.635          60.551
211027393        2079.344        2063.833
211092932         739.881         748.822
210634182         458.234         460.440
210699732          62.751          61.765
211027413          60.980          60.181
210798039        1006.235        1045.071
210437593          76.807          77.256
211060186        2819.856        2602.383
211191261          61.133          60.897
210634206          83.134          37.538
210634212         768.884         163.429
210470382          16.861          15.776
210667011         672.360         672.899
210470427         226.512         227.457
210732574          60.797          43.311
210634270         177.385         153.515
210961973          28.739          26.610
210699847         490.265         496.791
210339410         420.625         419.681
210929237          72.031          32.454
211027550         260.586         259.166
210896480         394.734         394.239
210830948         835.399         191.089
210404965         107.723         106.119
210667109          19.438          19.416
211158637          18.664          17.607
210437747          88.091          86.496
210765428         758.170         758.851
211027573           7.957           8.686
210765432          65.940          62.328
210962044         417.174         421.021
210470525         479.122         482.737
210699907          61.688          61.144
211060365         300.675         301.369
210405012         374.073         352.673
210634390         732.588         733.118
211027607        4630.127        2983.199
210798233          27.084          27.033
210536096           2.335           2.282
210962080        3724.127        3748.399
210896547         465.304         360.789
210536109        1328.443        1344.317
210437808          23.727          23.277
210372276          22.124          21.972
210699967          18.340          18.016
210339537         475.883         489.134
210405076          70.728          32.977
210437844          43.407          40.839
211093211          26.445          25.587
210634464         263.938         264.218
210601699           6.964          17.916
211158768          90.841          86.810
210732813          43.806          40.191
210798359          49.942          38.329
210372381         147.050         144.361
210863911          28.718          28.643
211158825        1298.107        1304.692
211093307         108.083         112.924
210601788         368.759         373.294
210700098         436.554         208.049
210437958          12.754          13.894
210995017          40.957          40.712
210863987          31.400          31.133
210700153          96.291          89.863
211093377         340.481         303.059
210634627        1021.261        1052.149
210339718          58.753          54.839
210372486          52.233          15.340
210700174          87.065          83.652
210732952         110.960         108.979
210765748          37.738          37.499
210765760          13.727           8.683
210438089          37.017          22.738
210667466          65.261          64.401
211027914          84.664          80.748
210831310         718.594         224.665
211126230          33.410          32.979
210438133         513.981         514.329
210339837          42.944          28.158
210765827         213.023         220.647
210831392         189.964         111.245
211126310          94.409          90.397
210372654          24.439          19.889
210896953          24.116          23.773
210667603          28.782          28.596
210471001          60.896          36.411
211060825          67.133          66.645
210700382          27.822          27.869
210667626          34.388          30.434
210471039          16.292          15.843
210536583         239.896         240.521
210405520         110.007         105.209
210634902         135.111          31.055
211093656         248.348         248.872
210372773         517.408         514.589
210929832          20.344          20.142
210831531         103.703         103.835
210929837          46.172          45.010
210667695          28.188          24.734
211060928          19.734          21.530
210634949         405.178         402.311
211060936         348.376         348.730
210766030         315.373         315.896
210667727         135.940         135.487
210995438        2673.597        2708.105
210798840          37.014          36.541
210995450          86.756          83.310
211159298          51.834          50.545
210929923           5.862           6.946
210438413          92.713          87.764
211192084          37.710          36.727
211126549          39.227          39.457
211028271         373.064         372.346
210405685         307.028         306.729
210897216          28.861          28.662
210372930        3635.188        3646.407
210995528          32.933          34.725
211028313          87.198          82.206
211126627        4031.441        3598.959
210471272          29.684          27.215
210635119          75.646          43.162
210405750        1187.352        1190.868
210438520         294.319         276.665
211028347         375.848         376.405
210569604        1523.446        1544.412
210766213          25.755          25.345
210602383          36.507          36.423
210700694        2775.046        2794.513
210635170        1634.220        1675.721
210569644         109.964         110.019
211028402         404.990          66.587
210995638          30.813          30.727
210569686          63.694          37.975
