203849739          15.388       19943.353       20108.572         413.566
205684752          14.402        1629.728        1648.031         121.170
205652010          15.624        3691.269        3567.788          87.746
205062229          13.563         330.653         334.558          30.336
204210270          14.614         550.975         571.558          49.460
204800098          15.462         608.489         614.866          76.847
204832874          15.405         863.754         863.913          77.511
204963947          11.305         143.528         150.261          10.587
205684854          11.103         378.680         353.052          10.334
202997901          10.614         512.972         512.406           7.982
204538021          10.845        6850.279        7249.610           3.475
204112039          12.487         199.291         192.606          18.766
204832936          12.884        1100.406        1057.308          46.176
204210351          14.539         254.186         244.447          53.334
202604746          11.523         201.647         185.933          12.597
205095118          15.363         661.648         666.072          76.337
204341456          15.666         641.727         645.066          73.974
203849943          13.494         110.370         110.549          29.065
205422831          15.262         745.698         763.610          86.958
204669171          12.625          96.673          99.076          19.828
202932493          11.704         296.605         311.344          12.999
203915538          13.591        1788.450        1584.352         118.115
204472605          13.908         518.446         523.146          64.539
205390110           9.290         279.029         229.678           4.222
204472612          13.924        1500.693        1416.740          89.193
204931373          14.319         256.289         257.236          43.705
204570929          13.500         209.510         213.354          29.150
205259072          14.862         511.279         529.320          66.608
204144965          11.872         283.284         273.304          14.385
204407109          12.266         347.660         356.908          17.265
203489614          12.189         764.094         753.675          16.621
204996953          11.302         575.124         577.123          10.434
204210528          14.765        1949.446        1443.196          93.950
202539362           9.157         369.790         397.953           3.860
205685091          15.446       10210.198       10198.758          85.736
205291879          11.569         341.224         346.575          12.037
203981162          12.162         489.590         487.075          59.745
204439921          13.447         519.751         496.954          29.368
204636533          15.339         754.715         762.461          72.004
204177785          11.722          86.577          85.832          12.618
203915660          11.421         233.365         222.282          11.169
204571034          14.871         550.326         559.578          64.671
204669346          13.975         203.074         204.600          37.519
202899888          18.351        4670.705        4784.138          94.007
204865971          13.894         578.354         598.455          35.484
203588024          13.733         140.475         122.696          32.239
204210637          11.731        1148.272        1178.892          13.174
202867149          11.148         627.836         642.336          10.171
202965460          13.745         322.180         330.202          36.420
203030999          13.165         122.598         106.985          21.882
205619671          14.358         295.616         291.646          42.352
203031002          14.937         770.283         791.106          61.344
203260402           9.336         268.951         301.079           4.297
202899967          14.496        2153.114        2275.229          40.111
205324803          15.355         919.707         917.132          80.596
204210698          16.128        4351.008        4312.174         170.003
204079630           9.499         157.218         166.821           4.540
204800531           9.307         165.200         169.382           3.264
204898840          14.431        1939.214        1971.012          72.911
205292077          13.721        1720.424         862.305          50.833
203096624          13.581         533.771         550.198          26.973
203522616          11.892         264.127         270.481          12.736
203031097          11.626         773.793         681.221          10.976
203751997          14.904        1078.021         962.433          84.931
203784765          13.603         793.938         794.890          78.960
205193796          15.704        4986.647        5015.619         238.819
204866126          14.642        1470.989        1501.053          54.953
204341850          15.239        5750.919        5785.930         189.524
202801758          13.255         322.416         332.753          30.332
205488745          11.215         124.636         106.857          10.351
205259374          15.009        2152.271        2219.985         154.413
204898935          15.081         533.073         535.761          65.250
204112508          13.818         294.342         295.005          34.379
205488774          13.838        1133.822        1166.909          32.878
203358855          12.525         941.887         971.960          18.916
202637973          13.498        2907.554        2827.774          21.815
204898985          13.202         308.831         315.686          25.368
203489964          12.796         208.963         209.846          20.504
204997302          13.836         244.055         247.901          40.255
202638008          11.999         663.803         662.750          14.682
203850425          16.654       20312.881       21313.267         296.800
204505794          12.799         168.253         170.231          21.737
204833485          14.854         373.560         377.287          56.059
205030096          13.801         362.668         361.738          34.264
204669649          13.959         732.737         764.442          37.947
204997331          15.317         707.885         711.405          84.024
204669670          10.983          84.332          87.378           9.171
202703597          13.425         279.332         270.345          29.559
203588340          11.861         354.137         342.530          13.973
204931829          13.417         423.625         432.820          27.552
202900244          12.414         904.120         944.295          17.068
202703639          12.128        1476.737        1401.859          16.531
204899099          13.669         332.985         344.577          30.251
205685534          14.425         701.321         664.218          40.284
205095711          11.981         394.272         397.346          15.017
204931878          13.316         165.643         173.108          26.697
205259559          12.294         195.649         192.083          18.330
205095721          15.313       12976.804       13337.314          57.146
203785010          13.920        1331.365        1360.196          55.724
202998581          14.075         932.107         940.373          38.702
203686713          13.435         240.782         231.436          24.124
204571451           8.168         416.498         239.695          24.739
203522897          14.874         983.944        1018.739          62.518
204342099          11.908        2624.352        2021.524          14.060
203752278          14.081         390.241         388.564          37.617
204309335          13.766         554.781         558.216          33.790
204604255          12.172         203.759         210.437          16.316
205128566          15.283         604.072         619.698          75.473
203555702          15.393        2846.251        2940.661          67.608
204309371          11.595         103.478         107.879          12.452
205718425          15.176        2007.453        2066.085          78.641
203129765           8.697         311.609         315.299          27.327
204899241          15.245         542.330         551.454          74.095
203817904          12.671         241.027         246.263          36.378
203555765          14.442         413.297         416.801          51.666
203654076          14.652       10887.599       11686.539          84.510
205587397          12.974         376.608         371.768          24.593
204407756          11.768         163.099         169.430          13.779
203981774          12.527        5229.620        2591.112          49.706
204538849          13.446         417.749         421.020          29.604
203129854          13.626         203.626         203.341          32.586
205161474          14.263         669.453         717.241          40.800
205325317          15.191        1190.330        1219.780          71.799
204964875          14.275         309.259         308.651          41.761
202802209          14.567        1367.737        1411.984          59.577
204735523          12.375         270.573         267.917          17.587
205456435          11.679         215.954         213.137          12.556
205063236          13.231         154.135         153.539          26.286
204178510          14.196         157.137         158.543          39.622
205194318          12.549         492.938         472.772          19.981
203686993          12.262          83.070          80.172          15.315
203916376          14.523         233.957         267.984          31.160
203195498          12.547         358.563         367.407          19.650
202638454          15.256       15522.370       16575.060          46.915
202802295          13.790         421.474         443.097          38.144
204801146          10.972          77.877          78.683           9.135
204637319          14.974         303.786         305.049          51.486
204047506          15.432        1250.761        1296.000          76.837
202572958          10.485         736.112         662.045           7.777
204178591          13.210         120.388          87.124          16.530
204899497          12.082          78.716          83.577          14.978
205587626          11.309         362.318         341.700          10.921
204604592          15.143         529.545         534.469          71.194
204768459          15.338         677.521         691.212          69.112
204244182          11.370          81.259          81.317          11.494
205161686           7.841         589.813         192.197          17.921
203982074          13.557        1608.825        1621.850         103.579
203130129          14.854        1859.962        1694.975          91.655
204604717           8.795         422.026         450.314          16.590
205129009          11.410         451.423         470.104          11.079
202638647          14.929        1862.886        1917.023          58.054
202638661          14.094         689.589         631.846          39.911
205030726          11.182         182.515         188.578          10.051
204899654          15.258        1367.446        1305.342          63.976
205555022          13.836         221.989         225.072          33.920
205686099          12.400         705.416         673.528          18.143
204965221          10.483         174.429         181.414           6.989
204998029          15.181        2897.637        3024.182          73.463
203883921          12.204         143.706         153.624          16.285
205424020          13.693         248.979         256.666          30.769
204375448          13.757         902.476         931.017          32.236
202769820          13.677        1308.250        1381.312          37.068
205587880          13.443         496.048         516.296          30.224
205260205          15.239       18215.171       17691.178          60.938
204080563          12.594         382.518         399.412          19.107
202802616          12.694         465.875         490.825          20.230
204473787           8.646          92.505          72.424           2.727
202966473          13.218         359.724         365.395          26.150
203523532           9.720         172.950         142.366          21.941
204998093          12.568         289.175         313.134          17.999
205096407          15.281         718.593         722.298          79.383
204834263          13.965         221.376         223.751          35.862
204277211          14.499       12689.513        9963.947          46.033
205161954          12.387         230.879         233.864          20.036
204932578           6.580         803.108         727.151          24.633
205325796          12.608         338.316         343.883          20.089
204637674          12.102         236.663          98.510          15.353
205686256          14.757        1885.971        1881.994          73.338
202606073          11.735         227.312         225.917          13.443
205620738          14.249        2278.229        2429.566          39.102
202606089          11.202         206.854         193.379          10.511
204768783          12.588         130.990         128.340          14.174
205587983          14.026         417.768         440.938          36.723
204211738          13.788         183.524         185.129          38.655
205686306          12.060         696.578         644.478          15.373
205719097          15.397        1580.265        1580.262          78.655
204047957          15.553        1949.483        2022.403          80.524
204801632          15.833         916.113         905.769          89.124
204211819          11.986         290.110         294.827          14.974
203097707          15.004         795.784         805.357          61.299
203458168          11.422         336.741         349.103           9.306
202737275          12.275         467.349         497.056          19.556
204244604          11.713         289.004         268.832          13.323
204113538          15.230        1906.174        1937.948          51.434
203556494          13.623        1177.482        1319.972          30.282
203720334          13.910         263.219         256.508          32.631
204146325          15.484         548.070         551.025          74.115
204506777           8.752        1565.511        1173.293           2.976
202639004          14.465        3874.037        3992.562          50.755
203818653          13.644        2034.893        2068.849         103.646
202639006          14.156        3298.102        3418.281          39.959
204867232          12.834         160.472         160.065          21.269
203916964          18.243       20708.577       21807.183         122.467
204900010          15.200        2165.132        2218.573         121.395
204310187          15.989        1123.717        1139.278          94.549
203687600          13.481         160.128         161.682          22.420
203032243          14.641        1228.609        1294.694          52.363
202999476          14.507         941.022         986.582          55.123
204998331          14.587         326.861         326.308          53.888
204113622          13.496         336.766         333.485          30.552
204375771          12.184          98.057         101.809          13.949
205031131          15.791        4071.215        4138.875          66.320
203785951          11.563         130.344         125.759           7.976
202901218          13.624         345.891         344.302          30.506
203556580          12.013         264.139         274.517          14.654
203753201          15.225        3784.671        3776.982         165.161
202737400          11.714        1378.703        1380.259          13.161
204179193          14.098         512.054         507.177          39.048
204834567          15.731        1115.453        1128.194          83.338
204670729          14.679         764.511         781.867          52.898
203622155          12.601        1386.271        1366.496          21.667
204408610          13.485         325.199         336.213          29.122
203851555          15.206         881.583         894.351          71.362
204801837          14.730         635.880         655.608          70.508
205522741          12.626         821.311         865.255          19.785
205063989          14.519         600.858         623.945          50.651
202639174          12.799         901.522         911.349          42.359
204867399          15.667         739.676         740.998          78.745
202770255          13.843         732.556         725.535          37.032
203392853          13.721         388.720         390.093          27.544
205719389          14.554        1099.295        1036.965          43.760
205522782           9.465         728.656         739.226           4.551
203884383          13.587        5439.604        5764.990          21.579
204801889          13.612         138.954         143.936          30.499
204638057          12.796         132.874         135.909          21.817
203818861          12.980         147.164         122.999          22.641
205588334          13.723         267.215         280.051          31.506
204801910           9.863         255.225         242.095           5.733
202770296          13.768        3173.199        3274.961          78.276
205260668          14.958        2932.731        3037.163          71.266
205555582          15.907       19395.323       20083.663          55.259
203884424          15.245        3139.612        3109.362          71.140
203655051          10.833         446.414         175.131           8.504
204408716          12.875         391.968         389.157          22.890
203589521          15.220         482.027         487.149          74.199
203491220          13.878         290.870         297.991          33.639
203655063          13.848         588.580         588.950          71.328
202672023          12.351        1468.884        1416.685          18.248
203687834          12.029         710.100         773.830          14.873
205588399          11.784         184.541         175.855          13.142
204933042          13.750         813.308         833.763          33.206
203098034          11.961         219.999         187.358          13.334
205129673          13.662       10876.964       19462.509          31.667
205522891          13.983         281.443         285.412          49.031
203753432          14.686        3141.066        2938.723          69.439
205653981          12.069         305.167         313.657          15.495
203786209          14.257        3301.829         563.232          26.231
204638189          14.836         686.420         718.002          57.805
203687919          15.358       12193.580       12940.592          55.231
202999791          13.215         265.269         254.654          26.766
203032566          13.083         253.056         250.884          25.406
204998661          11.493         653.020         600.076          12.188
204998674          14.956         391.616         394.205          66.330
205686810          14.676         895.858         874.894          60.182
205522980          16.023        1066.159        1075.234         116.021
204638251           8.745         264.190         263.227           3.011
204900403          14.759         698.542         687.711          52.713
205195327          13.345         236.034         241.595          27.465
203556946          11.020         497.564         511.581          11.821
204179554          17.018        2654.494        2719.491         145.296
204081253          15.461       12328.486       12816.934          61.101
204998766          11.898         224.296         230.269          14.781
205097077          14.400        7452.175        7652.529          40.158
203294843          11.878         258.758         272.660          12.299
204834946          14.589         358.232         344.875          47.759
205195402          14.420         589.038         283.787          44.754
204638350          14.928         362.628         366.069          56.629
205424783          11.760         313.491         328.823          13.401
204966043           9.963        1540.119        1589.326           5.510
203360428          10.192         227.301         227.962           6.302
203589806          12.257         108.881          82.852          14.112
204310706          12.595         160.826         164.393          19.718
204507327          14.049         298.915         304.173          37.587
204867777          13.652         538.538         557.547          32.330
203819212          11.992         314.646         327.444          14.717
205588695          15.750        1219.173        1222.796          89.696
204212486          12.954         205.854         207.244          22.139
205130003          13.805         431.854         446.488          33.884
202967317          13.118         176.748         171.484          24.222
205261088          12.265         125.584         129.766          16.352
203065636          15.348        1198.593        1204.827          77.978
203688229          15.546        4010.266        4133.143          58.998
204966182          12.375         126.168         127.814          17.116
204638516          13.656         210.054         213.257          31.783
202737973          12.511         857.052         842.400          18.861
204179774          13.220         265.825         274.029          26.033
202606921          12.618         188.118         184.272          20.685
203688276          12.665         227.442         230.254          19.395
202901848          14.681         894.619         962.491          34.920
205097310          12.830          82.764          84.901          21.041
205228383          11.648         201.787         202.225          12.389
202639739          12.596         352.371         350.242          19.813
205195644          10.524         430.809         405.926           7.534
203065731          12.350         280.970         279.331          17.108
204999051          15.072         633.033         640.603          66.409
204867985          15.112         418.425         420.173          62.164
205654420          14.639         758.521         809.956          51.638
205097372          12.171         113.485         117.402          15.937
204605854          12.056         164.658         173.409          15.167
204868005           9.621        5410.158        5378.380           4.871
204966312          13.894         190.841         191.174          34.756
202705326          14.822        1870.733        1925.784          53.776
204933555          10.362         280.754         265.860           7.284
203786681          15.261         776.112         786.609          68.373
205130190          12.146         251.998         263.782          15.314
202672607          13.697         351.282         356.935          34.112
203688437          12.917         386.588         373.801          40.051
202607155          13.838        2558.699        2690.456          35.246
205294131          15.522         905.354         912.081          99.462
204966457          15.231         311.786         311.475          53.404
202738243          10.896         756.046         743.389           8.041
203360843          13.172         385.678         398.840          21.933
204245581          13.770         681.493         709.756          33.516
204966489          13.175         297.744         301.297          25.926
204147316          16.348         823.572         819.766          66.367
202705529          11.201        1311.423        1375.585          10.720
203852411          15.374        1222.049        1224.129          76.776
204573309          15.055         998.026        1039.001          66.873
204376704          11.234         604.125         601.848           9.992
205163144          12.558         252.294         258.436          19.311
204475028          12.107          54.791          55.359          15.667
204966558          14.408        1185.375         767.223          68.752
204376744          11.918         108.206         100.905          14.739
202771116          13.460         429.161         444.139          31.769
205654700          13.655         505.828         504.837          29.595
203459271          12.337         333.646         326.708          16.721
204737233          14.988        1577.522        1402.584          69.513
204638946          11.278          50.665          50.207          10.935
205196003          15.186         692.440         697.744          81.362
204573420          14.196         235.556         237.747          41.278
203557612          15.360         742.497         755.566          83.412
205228785          15.630        1552.091        1585.265          72.451
205490933          11.663         228.808         232.095          12.782
203819777          12.226         111.048          97.931          15.003
