202063890          10.700         145.161         145.912           8.029 0 1
202137451          12.000        1017.104        1070.053          12.116 0 4
202063894          10.700         199.306         203.730           8.404 0 2
202063913          10.800         198.369         208.962           8.949 0 1
202063916          10.800        2448.618        2547.170           7.788 0 4
202063920          10.700          99.932          96.336           8.427 0 0
202063922          10.700         311.914         316.654           8.243 0 0
202063927          10.800         264.847         278.621           8.660 0 0
202063947          10.900         376.152         386.539           9.215 0 3
202113117          14.400         291.420         310.523          41.634 0 1
202096734          11.200         977.953        1018.100          25.906 0 0
202137474          15.000         483.918         488.110          53.920 0 2
202137475          15.600         751.729         796.839          66.402 0 4
202137477          13.400         719.652         746.139          26.659 0 3
202064026          11.200        1302.826         979.930          10.034 0 2
202129585          10.300         173.457         174.664          15.688 0 1
202064072          11.300         170.826         177.464          10.605 0 3
202064080          11.400         108.723         105.150          11.096 0 1
202064086          11.300        1244.178        1346.223          10.795 0 1
202064088          11.400         192.004         198.947          11.895 0 3
202127339          12.700         252.999         253.878          45.872 0 1
202064095          11.500         275.590         265.000          12.630 0 2
202072363          10.700         187.827         195.600           7.995 0 1
202064101          11.500         228.133         235.963          11.385 0 0
202129640          10.100         650.721         659.511          15.250 0 2
202064107          11.500        1694.628        1902.307          13.832 0 4
202129644          11.400         307.463         321.529          11.115 0 0
202064110          11.500        4454.241        4581.660          12.203 0 2
202064111          11.400         143.416         151.482          10.648 0 0
202137495          13.200         292.410         306.001          26.640 0 2
202064114          11.100         381.425         389.168           9.651 0 0
202064115          11.500         409.982         414.637          12.282 0 0
202064124          11.600         355.660         362.710          12.642 0 1
202137499          14.700       11054.036       11583.138          46.049 0 4
202064133          11.600         737.333         398.114          12.633 0 0
202064135          11.600         639.744         675.312          10.664 0 0
202096905          10.900        3137.324        3250.567          18.653 0 2
202064139          11.600         418.301         176.679          12.109 0 0
202064140          11.600         597.937         603.545          13.677 0 1
202064142          11.600         319.882         323.169          11.675 0 1
202064143          11.600         223.083         222.136          15.564 0 0
