201785344          16.228        6020.531        6433.636          73.735 0 2
201850883          18.733       19238.828       19022.550         313.159 0 0
201588741          15.330         378.129         381.947          69.714 0 0
201654279          14.371         213.852         218.706          44.220 0 0
201129992          15.521         819.618         797.920          75.588 0 0
201785353          17.821        1958.489        1953.264         139.311 0 0
201916426           9.295         320.530         335.117           4.187 0 0
201523211          13.721         151.786         154.055          32.402 0 0
201457674          15.161         275.303         277.605          59.504 0 0
201916429          13.587         218.925         215.258          30.949 0 0
201392142          11.140         203.341         158.166           9.738 0 0
201654285          14.630         348.403         354.154          48.933 0 2
201719818           9.985          38.917          37.811           5.620 0 0
201916425          18.188        4014.903        4049.905         242.990 0 0
201785366          17.961         840.591         852.398         101.253 0 0
201523223          18.558       30975.816       32467.641         129.296 0 0
201392152          15.422         605.282         611.350          68.205 0 3
201719833          14.152         123.124         124.370          39.146 0 0
201719836          14.405        6526.537        6778.103          41.926 0 0
201195553          14.688         531.123         547.656          63.084 0 0
201588771          12.186          41.224          35.311          16.238 0 0
201785388          15.245         327.711         331.223          64.047 0 0
201195570          15.745        1203.870        1198.353          29.830 0 5
201261109          12.451         161.323         166.202          17.925 0 0
201523254          16.896        1035.989        1067.658         131.789 0 0
201916477          13.398         109.718         111.010          29.760 0 0
201588798          13.054          61.528          62.633          23.015 0 0
201326656          17.446        1774.332        1786.130         163.818 0 0
201195584          16.471        1628.840        1649.305         125.271 0 0
201785415          12.068         259.088         252.731          15.540 0 0
201195593          15.532         515.951         531.774          70.887 0 4
201719886          17.660        1162.122        1170.353         151.641 0 4
201457750          14.912         188.763         189.192          54.081 0 0
201523288          11.097         110.197         108.189           9.745 0 0
201392217          14.944         216.029         218.515          56.008 0 0
201654371          14.017         259.464         258.797          37.530 0 0
201392228          15.848         501.228         509.897          91.471 0 0
201457767          16.521         684.401         684.709         110.825 0 0
201195625          16.711        2179.536        2187.038         128.961 0 0
201261162          16.287        1068.783        1075.169         100.924 0 4
201326699          15.483         317.707         319.125          70.650 0 3
201654384          16.384        1331.186        1358.440         113.936 0 0
201523316          14.794         194.562         196.502          52.959 0 0
201195647          10.786         145.377         111.932           8.586 0 0
201261194          12.125         197.119         213.295          15.658 0 0
201851019          14.187         302.442         309.347          40.576 0 0
201392267          16.746        1062.187        1078.550         130.137 0 0
201916557          16.244         734.641         739.972          96.903 0 0
201719949          12.842         122.643         127.010          22.098 0 0
201457809          14.651         547.957         567.050          50.956 0 2
201719953          17.674        4866.545        4934.044         187.548 0 4
201654420          11.997         286.403         277.348          14.128 0 0
201785503          13.625         127.688         130.771          31.773 0 0
201457826          10.625         211.750          93.696           7.653 0 0
201195682          17.305        1185.229        1189.923         101.668 0 0
201719972          14.314         184.868         184.233          42.007 0 0
201719979          16.955         933.275         938.287         131.639 0 0
201654448          11.413          74.726          74.572          10.697 0 0
201195700          19.289       11640.128       11748.838         368.827 0 0
201719991          12.433         333.111         355.215          17.868 0 1
201195704          13.616         348.541         373.081          31.590 0 0
201851066          17.598        2336.551        2394.561         182.886 0 0
201785535          15.412         573.545         578.148          67.829 0 2
201654463          17.697        2418.317        2458.802         190.853 0 0
201130184          12.539         367.449         377.766          19.256 0 0
201326798          16.219         826.028         835.399         119.238 0 0
201720016          16.367         309.334         310.694          73.419 0 0
201916625          13.782         899.276         950.529          33.461 0 4
201916624          15.533         440.113         447.882          72.241 0 0
201195737          17.138        5180.315        5209.668         277.829 0 0
201588953          15.657         278.505         281.126          66.064 0 0
201392345           9.304         103.238         112.293           3.602 0 0
201654492          17.884        2908.111        2946.677         212.461 0 4
201654498          14.541         345.220         355.645          47.965 0 3
201720034          17.519        1812.803        1813.323         164.547 0 0
201195748          14.066         298.297         295.013          38.352 0 0
201720035          14.174         245.202         254.893          41.469 0 0
201785579          17.954        3884.266        3984.885         209.592 0 4
201195759          18.249        8270.274        8509.363         122.278 0 3
201916660          13.447         158.736         164.485          28.803 0 2
201785591          18.158        3515.313        3516.281         249.099 0 0
201588988          17.193        1345.315        1344.160         139.918 0 0
201326848          15.976         512.266         511.776          89.603 0 0
201720072          16.450         891.757         908.036         118.598 0 0
201326857          15.056         270.064         272.856          56.655 0 0
201523468          16.530         736.935         739.632         114.436 0 0
201457934          16.650        1240.790        1265.682         126.230 0 0
201457941          16.203         907.602         915.365         101.774 0 4
201916700          13.417         275.033         278.425          28.190 0 0
201261347          16.125         722.679         729.938          97.897 0 0
201654570          16.191         939.495         963.067         101.213 0 2
201654572          18.781       10077.424       10300.473         336.067 0 0
201720109          18.028        2619.349        2640.644         221.189 0 0
201785646          16.948        1190.994        1190.633         139.544 0 0
201195822          12.131         217.590         227.807          15.985 0 0
201457970          16.651        2137.554        2082.239          99.245 0 4
201457981          17.469        2244.343        2258.218         184.994 0 0
201523519          17.975        4256.905        4292.730         224.786 0 0
201720130          13.369         242.637         242.853          27.320 0 0
201457991          16.122        1386.570        1404.471          95.970 0 2
201392455          12.850         295.433         299.443          22.261 0 1
201392457          14.470         173.996         174.979          44.857 0 4
201392458          13.125         243.616         245.844          24.644 0 0
201785677          19.250        9387.140        9573.673         416.333 0 0
201785678          18.235        4223.898        4250.894         250.771 0 0
201195856          11.735         200.996         197.904          13.081 0 0
201916755          11.338         272.629         278.441          11.514 0 0
201720151          18.291       18046.972       19438.621         198.254 0 4
201261407          16.808        1347.049        1349.948         127.813 0 0
201654624           9.137         227.465         237.073           3.842 0 0
201589091          13.343          63.980          63.944          27.310 0 0
201261416          18.172        6689.104        6747.452         235.599 0 4
201916777          14.149         240.636         246.160          38.497 0 0
201851240          13.273         331.012         349.038          26.823 0 0
201720175          18.656        5862.914        5955.900         278.947 0 4
201589110          16.300         496.755         502.323          85.831 0 0
201392509          16.195         594.233         601.281          99.546 0 0
201195905          18.452        1275.831        1297.034         119.985 0 0
201916803          14.129         280.901         296.449          40.504 0 0
