211025922		48.033		47.764		45.741		45.741
201850883		16010.813		16215.821		15815.311		15806.342
201588740		548.969		548.583		556.537		558.078
201588741		203.187		206.624		210.164		209.638
211025925		766.230		809.971		669.445		661.139
206307337		481.359		482.051		481.009		480.900
204996621		293.669		295.941		292.794		293.573
210763795		714.787		714.383		708.057		707.615
211550228		166.828		164.864		165.783		165.728
206045204		38.312		37.686		37.626		37.595
204472342		493.196		95.010		90.913		90.913
210763799		106.625		105.247		105.352		105.397
204996627		84.361		84.099		84.094		84.186
202637341		89.826		92.661		87.904		87.829
206045213		41.621		40.467		40.364		40.347
201588771		31.701		25.479		24.961		24.961
203423784		67.822		67.723		67.812		67.812
211025964		61.575		41.468		41.424		41.410
202637357		121.310		126.736		106.950		106.736
211550255		40.478		39.521		39.683		39.683
212074550		104.555		103.431		104.999		104.988
201588798		39.122		39.074		39.812		39.870
201326656		796.605		804.647		808.353		804.884
211025987		106.094		105.397		104.049		104.093
211812420		240.829		239.716		239.773		239.673
210763843		873.418		874.525		871.022		871.225
211550280		309.482		309.000		308.921		308.921
210763852		78.285		69.994		69.384		69.352
211550284		23.628		20.853		21.018		21.029
212074578		459.062		464.531		471.298		471.356
211812437		1672.178		1676.823		1678.298		1678.962
202113117		142.062		147.867		149.303		149.303
210501726		432.218		431.186		427.818		427.818
204210270		200.834		201.391		202.663		202.690
210763876		174.505		173.552		174.456		174.456
211812457		61.620		59.893		60.814		60.814
211550313		73.657		72.841		72.732		72.732
201326699		199.451		198.055		203.598		203.496
211026028		92.582		92.191		92.752		92.701
211026033		112.321		108.912		106.701		106.768
211812468		121.549		120.446		120.707		120.707
206045300		28.753		28.608		28.766		28.759
210763899		13.855		13.641		13.652		13.653
210501762		222.894		220.290		221.287		221.494
211812488		37.385		37.560		37.378		37.378
201851019		124.898		123.654		126.170		126.170
210763921		411.926		411.449		413.727		413.563
206307482		73.427		20.562		20.137		20.137
211812508		85.103		85.459		85.432		85.484
210763937		35.931		35.043		35.043		35.043
210763939		464.608		463.079		467.910		467.875
211026087		135.714		65.856		64.967		64.861
212074667		107.954		106.515		105.287		105.312
204210351		167.437		149.261		150.337		150.309
210763952		46.020		46.131		45.847		45.847
212074674		115.107		112.454		113.619		113.619
206569651		25.190		25.179		25.227		25.220
206045363		51.436		51.239		51.215		51.215
206045365		559.753		558.224		560.042		560.169
201851066		1287.048		1295.066		1306.185		1305.884
206307518		1076.951		1083.284		1088.315		1088.312
201326783		1237.620		1243.372		1258.682		1258.680
211026112		518.278		498.018		430.390		430.339
206045377		25.364		24.619		24.623		24.628
211550405		1279.459		1274.147		1275.218		1275.216
203686088		93.655		93.683		94.247		94.247
212074702		980.551		1002.409		1039.390		1044.233
206045391		26.798		23.849		23.747		23.739
201326798		441.163		443.805		448.919		449.164
206045394		33.426		32.103		31.794		31.794
210501848		1554.915		1562.161		1558.687		1557.136
201588953		183.378		184.576		189.489		189.489
211026136		1234.652		1208.827		1039.668		1038.447
206045409		22.587		22.490		22.483		22.483
206307560		2633.837		2545.236		2524.169		2527.026
203948264		1464.878		1494.214		1499.268		1499.268
206045420		142.543		141.151		140.733		140.300
201326828		237.108		244.128		250.113		250.114
