##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): March 3, 2016, 1:58 a.m.
## Download Date (Y/M/D): 2016/03/22
##
## Query String: {&quot;sort&quot;:&quot;kic&quot;,&quot;campaign&quot;:[&quot;0&quot;,&quot;1&quot;,&quot;2&quot;,&quot;3&quot;,&quot;4&quot;,&quot;5&quot;,&quot;6&quot;,&quot;7&quot;,&quot;8&quot;,&quot;9&quot;],&quot;kics&quot;:[],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;camp&quot;,&quot;bjd0&quot;,&quot;kic&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;],&quot;etvshort&quot;:true,&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
#KIC,camp,period,bjd0,pwidth,swidth,sep,
205962262,K2C3,0.8499400,2456980.066830,0.1227,-1.0000,1.0000,
205962680,K2C3,3.7659280,2456979.718550,0.0400,0.0417,0.5002,
205968100,K2C3,1.0275113,2456979.677100,0.0990,0.1045,0.5071,
205978103,K2C3,0.6429228,2456979.815510,0.1068,0.1023,0.4983,
205982900,K2C3,6.7196522,2456983.747010,0.0363,0.0495,0.4743,
205985357,K2C3,4.1296480,2456981.710500,0.0743,-1.0000,1.0000,
205988562,K2C3,0.5484360,2456979.723920,0.1729,-1.0000,1.0000,
205990339,K2C3,19.4256000,2456992.140650,0.0054,-1.0000,1.0000,
205992585,K2C3,13.8576000,2456988.037580,0.0279,0.0285,0.4993,
205996447,K2C3,1.6006191,2456980.891890,0.0430,0.0433,0.5006,
206018308,K2C3,12.8131385,2456982.752700,0.1243,-1.0000,1.0000,
206019504,K2C3,4.8546400,2456981.741250,0.0173,0.0150,0.5004,
206038285,K2C3,2.0401739,2456981.265090,0.0949,-1.0000,1.0000,
206042054,K2C3,13.4000000,2456990.700300,0.1278,-1.0000,1.0000,
206049101,K2C3,0.7042310,2456979.619710,0.1665,-1.0000,1.0000,
206049222,K2C3,0.7041470,2456979.621340,0.1648,-1.0000,1.0000,
206058387,K2C3,0.3754346,2456979.728250,0.2459,0.1418,0.5048,
206066442,K2C3,1.0543400,2456980.359460,0.0673,0.0546,0.4982,
206066862,K2C3,11.0872560,2456977.824930,0.0123,0.0118,0.3848,
206066909,K2C3,12.9286040,2456982.078400,0.0132,0.0230,0.6873,
206067723,K2C3,1.0444480,2456980.378660,0.1111,-1.0000,1.0000,
206067769,K2C3,1.0447418,2456980.377750,0.1100,-1.0000,1.0000,
206075677,K2C3,31.0466080,2456987.227350,0.0071,0.0118,0.5679,
206081536,K2C3,0.7146711,2456979.972360,0.1090,0.1123,0.5018,
206082454,K2C3,29.5752000,2456993.581500,0.0084,-1.0000,1.0000,
206094715,K2C3,0.5876131,2456979.420090,0.1006,0.1002,0.5007,
206100943,K2C3,1.6010723,2456979.955940,0.0443,0.0495,0.5001,
206109113,K2C3,1.3239200,2454979.030210,0.0489,0.0430,0.5013,
206134477,K2C3,4.2367154,2456983.537720,0.0505,0.0550,0.5000,
206135267,K2C3,2.5728680,2456980.034950,0.0417,-1.0000,1.0000,
206139574,K2C3,0.6730549,2456979.730690,0.0985,0.0954,0.4986,
206143957,K2C3,4.2465360,2456983.464270,0.0462,0.0453,0.4992,
206152015,K2C3,0.8086421,2456980.083370,0.0638,-1.0000,1.0000,
206159239,K2C3,0.9244549,2456979.734100,0.1172,-1.0000,1.0000,
206173295,K2C3,2.1760018,2456980.777180,0.0414,-1.0000,1.0000,
206187484,K2C3,3.6499560,2456979.490840,0.0343,0.0403,0.4969,
206202136,K2C3,4.8840160,2456981.955600,0.1089,-1.0000,1.0000,
206212261,K2C3,30.9645080,2456995.032000,0.0160,0.0151,0.5247,
206226010,K2C3,6.9124280,2456983.416350,0.0182,0.0187,0.3253,
206259533,K2C3,0.9668630,2456980.079240,0.1252,-1.0000,1.0000,
206260730,K2C3,2.0596200,2456979.624060,0.1022,-1.0000,1.0000,
206268154,K2C3,1.0809230,2456979.965920,0.1249,-1.0000,1.0000,
206288770,K2C3,24.7534000,2456993.029900,0.0088,0.0128,0.6795,
206314138,K2C3,2.0751200,2456980.995670,0.0506,0.0477,0.5049,
206380678,K2C3,4.5407960,2456982.548050,0.0173,0.0213,0.4989,
206412289,K2C3,3.3067360,2456981.782000,0.0282,0.0299,0.5001,
206433263,K2C3,21.1847360,2456981.373750,0.0183,0.0134,0.4822,
206474395,K2C3,2.1977240,2456979.676430,0.0350,-1.0000,1.0000,
206477939,K2C3,2.6856915,2456980.531660,0.0255,0.0299,0.5000,
206489474,K2C3,1.5168960,2456980.911680,0.0417,0.0451,0.4997,
206492383,K2C3,0.3055671,2456977.378280,0.1627,0.0651,0.5020,
206511754,K2C3,0.5345607,2456979.742980,0.1682,0.1700,0.4991,
206532093,K2C3,2.2033503,2456979.567490,0.0931,-1.0000,1.0000,
206543223,K2C3,17.8132528,2456988.771730,0.0063,-1.0000,1.0000,
210327060,K2C4,0.6734480,2457061.719190,0.2328,-1.0000,1.0000,
210360901,K2C4,3.9517312,2457063.700440,0.1317,-1.0000,1.0000,
210370729,K2C4,1.0861720,2457062.406580,0.1056,0.0938,0.5016,
210375290,K2C4,2.4180234,2457063.878760,0.0691,-1.0000,1.0000,
210386880,K2C4,7.2144578,2457061.743480,0.0164,0.0168,0.5003,
210386883,K2C4,7.2145173,2457061.738870,0.0167,0.0158,0.5002,
210391114,K2C4,29.2026530,2457072.976390,0.0056,0.0085,0.2746,
210397036,K2C4,3.3900000,2457064.105560,0.1965,-1.0000,1.0000,
210401157,K2C4,1.3158590,2457062.013170,0.0578,-1.0000,1.0000,
210403086,K2C4,2.2548995,2457062.865690,0.1113,-1.0000,1.0000,
210404228,K2C4,1.1202310,2457062.904340,0.0892,0.0887,0.4997,
210433146,K2C4,0.3802976,2457062.136940,0.1481,0.1859,0.4978,
210433394,K2C4,6.3872921,2457065.044740,0.1626,-1.0000,1.0000,
210434247,K2C4,0.4538407,2457062.281590,0.1132,0.1009,0.5003,
210437941,K2C4,0.3505737,2457062.564570,0.1745,-1.0000,1.0000,
210451200,K2C4,25.9383470,2457084.497710,0.0312,0.0384,0.5181,
210453345,K2C4,0.4936252,2457062.547430,0.1644,0.1970,0.5028,
210467408,K2C4,2.8084934,2457064.209890,0.0574,0.0590,0.4996,
210470747,K2C4,4.4296840,2457065.040560,0.0418,0.0387,0.5040,
210472483,K2C4,1.1424870,2457062.311310,0.1519,-1.0000,1.0000,
210475773,K2C4,2.7359361,2457063.628560,0.0828,0.0861,0.5016,
210476794,K2C4,2.5990750,2457064.274650,0.0791,-1.0000,1.0000,
210484192,K2C4,7.1952390,2457061.878810,0.0187,0.0132,0.6282,
210489231,K2C4,0.4139676,2457062.037330,0.1425,0.0876,0.4784,
210490365,K2C4,3.4845139,57062.582124,0.0102,-1.0000,1.0000,
210501149,K2C4,20.7438930,2457078.215230,0.0237,0.0275,0.5008,
210512162,K2C4,4.1103526,2457064.397060,0.0442,0.0439,0.4915,
210513446,K2C4,1.1491010,2457062.417260,0.0600,-1.0000,1.0000,
210522228,K2C4,10.8093094,2457070.371860,0.0762,0.0239,0.3991,
210530173,K2C4,18.8437660,2457080.458580,-1.0000,-1.0000,-1.0000,
210562330,K2C4,21.3804242,2457071.045600,0.0041,-1.0000,1.0000,
210568214,K2C4,1.5228955,2457062.975120,0.0927,0.0959,0.5028,
210574135,K2C4,0.9294104,2457062.788140,0.1383,-1.0000,1.0000,
210576234,K2C4,15.9629790,2457071.678850,0.0115,0.0080,0.4036,
210577546,K2C4,0.3924378,2457063.351130,0.1363,0.1158,0.4972,
210581202,K2C4,5.5559180,2457065.990550,0.0440,0.0499,0.4915,
210593417,K2C4,1.0616250,2457062.111330,0.0459,0.0486,0.5001,
210609071,K2C4,2.4171733,2457063.680700,0.0199,0.0237,0.4680,
210622523,K2C4,3.6139694,2457066.036350,0.0241,0.0222,0.5013,
210634139,K2C4,0.9652080,2457062.259710,0.1776,-1.0000,1.0000,
210642322,K2C4,4.3380000,2457073.191710,0.0130,0.0173,0.5003,
210654881,K2C4,12.1595540,2457064.017160,0.0167,0.0179,0.3578,
210657179,K2C4,1.1042813,2457062.310920,0.3077,-1.0000,1.0000,
210668314,K2C4,15.5797180,2457068.001050,0.0081,0.0121,0.4279,
210675130,K2C4,1.3778339,2457064.260190,0.0916,0.1009,0.4997,
210692406,K2C4,0.4547699,2457062.146910,0.1583,0.1542,0.5003,
210720575,K2C4,0.2867265,2457062.244920,0.2692,-1.0000,1.0000,
210734262,K2C4,9.6390000,2457072.093020,0.0114,0.0114,0.4738,
210734337,K2C4,9.3685420,2457067.684750,0.0412,0.0336,0.5535,
210738738,K2C4,0.3490000,2457062.569750,0.2930,-1.0000,1.0000,
210740200,K2C4,6.7883800,2457071.533510,0.0255,0.0236,0.5000,
210744182,K2C4,0.7683451,2457062.896450,0.1344,0.1325,0.4986,
210744674,K2C4,25.2202792,2457065.917780,0.0053,-1.0000,1.0000,
210749423,K2C4,3.1506578,2457062.035030,0.0791,0.0804,0.4998,
210750052,K2C4,4.6232653,2457062.011780,0.0319,0.0295,0.5507,
210754756,K2C4,0.7396148,2457062.463450,0.0747,0.0782,0.4959,
210757799,K2C4,0.3532001,2457062.194230,0.2027,0.2627,0.4979,
210766835,K2C4,24.7789230,2457082.106000,0.0185,0.0174,0.5406,
210769880,K2C4,2.8740098,2457062.594470,0.0291,-1.0000,1.0000,
210779706,K2C4,31.4551110,2457082.263570,0.0064,-1.0000,1.0000,
210784039,K2C4,3.5182270,2457061.792330,0.0547,-1.0000,1.0000,
210786891,K2C4,1.7171110,2457061.901190,0.1173,-1.0000,1.0000,
210793743,K2C4,2.2718711,2457062.950930,0.0345,0.0329,0.4999,
210801596,K2C4,8.8208830,2457061.428270,0.1804,0.3234,0.4758,
210805120,K2C4,3.0092350,2457063.030930,0.1173,0.0816,0.5123,
210821360,K2C4,0.7336606,2457061.860860,0.0678,-1.0000,1.0000,
210822691,K2C4,8.0648802,2457064.159990,0.0348,0.0243,0.5073,
210827030,K2C4,0.5110987,2457063.524260,0.2023,-1.0000,1.0000,
210832801,K2C4,28.0224390,2457078.155820,0.0092,0.0384,0.3943,
210835735,K2C4,0.4300000,2457062.409800,0.1749,-1.0000,1.0000,
210846736,K2C4,5.1995000,2457069.697970,0.0273,0.0329,0.4997,
210863062,K2C4,0.6440091,2457064.060320,0.0727,0.0777,0.4981,
210865148,K2C4,6.4804010,2457064.834540,0.0406,0.0406,0.4998,
210879084,K2C4,31.4960100,2457074.324890,0.0113,0.0085,0.8655,
210925707,K2C4,3.3737610,2457063.917520,0.0503,0.0513,0.4988,
210935498,K2C4,1.1825920,2457061.843640,0.0700,-1.0000,1.0000,
210941737,K2C4,1.1542576,2457062.862170,0.0462,0.0458,0.4999,
210945342,K2C4,7.1732680,2457063.116580,0.0452,-1.0000,1.0000,
210957318,K2C4,4.0978410,2457063.802290,0.0247,-1.0000,1.0000,
210958990,K2C4,1.7024140,2457062.376310,0.0661,-1.0000,1.0000,
210960936,K2C4,1.4311301,2457062.247040,0.0944,0.0819,0.5040,
210961385,K2C4,2.8171880,2457062.975300,0.0239,0.0243,0.5014,
210965791,K2C4,0.9994860,2457062.464330,0.1891,-1.0000,1.0000,
210969614,K2C4,2.7543170,2457063.571900,0.1062,0.0962,0.5022,
210974364,K2C4,32.7390000,57068.747400,-1.0000,-1.0000,-1.0000,
211000135,K2C4,1.8172710,2457062.442370,0.0721,0.0559,0.5025,
211012889,K2C4,1.7387017,2457062.826540,0.0354,0.0310,0.4983,
211013604,K2C4,0.4630000,2457062.346470,0.1582,-1.0000,1.0000,
211015722,K2C4,2.1829700,2457063.294880,0.0579,0.0575,0.5034,
211036449,K2C4,38.1158180,2457074.574210,0.0048,0.0148,0.8545,
211041532,K2C4,17.3777230,2457075.388120,0.0121,0.0105,0.7282,
211075893,K2C4,100,2457086.788610,0.0048,-1.0000,1.0000,
211075914,K2C4,42.8000000,57099.231435,0.0029,0.0031,0.3207,
211082420,K2C4,2.4613441,57062.901138,0.0459,0.0490,0.4988,
211093684,K2C4,7.0506862,2457064.720780,0.0122,-1.0000,1.0000,
211099781,K2C4,7.5647530,2457064.471930,0.0388,-1.0000,1.0000,
211135350,K2C4,10.5959922,2457064.609700,0.0170,0.0187,0.6623,
211143504,K2C4,0.4460764,2457063.445020,0.1984,-1.0000,1.0000,
211147178,K2C4,5.7328060,2457063.845980,0.0507,0.0531,0.4986,
211155479,K2C4,13.0610250,2457064.282810,0.0188,0.0190,0.4126,
211160700,K2C4,1.2629644,2457061.989150,0.0964,0.0941,0.4975,
211160717,K2C4,1.2630617,2457061.984540,0.0947,0.0940,0.4973,
211182027,K2C4,11.0234250,2457071.996030,0.1214,0.1071,0.4997,
211309989,K2C5,7.5385557,2457142.093150,0.0142,0.0169,0.4732,
211310837,K2C5,0.8496879,2457139.968080,0.1792,0.1616,0.4956,
211312968,K2C5,0.3696251,2457139.907380,0.2365,0.2492,0.5020,
211324599,K2C5,8.7699043,2457147.444350,0.0087,0.0093,0.5114,
211338746,K2C5,0.3697313,2457139.753600,0.1455,0.1428,0.5015,
211339469,K2C5,7.3558335,2457159.500080,0.0676,-1.0000,1.0000,
211342524,K2C5,14.4485640,2457149.367050,0.0097,-1.0000,1.0000,
211345799,K2C5,2.8769154,2457141.209830,0.0723,0.0762,0.5015,
211350898,K2C5,0.2610276,2457139.989850,0.2357,0.2467,0.5338,
211361880,K2C5,0.3587480,2457139.944180,0.0896,0.1476,0.5016,
211371463,K2C5,5.6631926,2457141.746190,0.0487,0.0462,0.4998,
211380136,K2C5,1.7537406,2457140.441780,0.0748,0.0764,0.5004,
211385544,K2C5,13.6995606,2457177.307610,0.0097,0.0156,0.7271,
211389268,K2C5,0.2849768,2457143.646440,0.1113,0.0989,0.4972,
211391083,K2C5,39.2314234,2457150.429900,0.0047,0.0238,0.7501,
211394059,K2C5,0.4346396,2457139.958300,0.1159,0.1078,0.5221,
211394147,K2C5,19.5069087,2457147.134830,0.0106,0.0079,0.6821,
211396167,K2C5,4.4484880,2457141.306850,0.0270,0.0251,0.4851,
211399359,K2C5,3.1149710,2457141.417210,0.0342,-1.0000,1.0000,
211405917,K2C5,0.2686810,2457140.243480,0.1642,0.0600,0.5144,
211408138,K2C5,10.3379358,2457149.721190,0.0304,0.0327,0.4990,
211409299,K2C5,13.9189120,2457149.649810,0.0132,0.0113,0.5903,
211409713,K2C5,3.0996127,2457141.094990,0.0502,0.0502,0.5010,
211410762,K2C5,0.3237085,2457140.045490,0.1725,0.1901,0.4961,
211412192,K2C5,0.4412840,2457139.731640,0.2178,-1.0000,1.0000,
211413463,K2C5,6.5037736,2457140.679520,0.0176,0.0162,0.5024,
211413815,K2C5,0.3605263,2457140.058610,0.2210,0.1151,0.4826,
211416577,K2C5,1.0673700,2457139.657220,0.1208,-1.0000,1.0000,
211418290,K2C5,5.0320280,2457141.807240,0.0782,-1.0000,1.0000,
211421547,K2C5,3.1507403,2457141.721630,0.0598,0.0565,0.5000,
211430148,K2C5,15.0907567,2457145.278620,0.0099,0.0198,0.3436,
211431013,K2C5,6.2043747,2457139.588710,0.0390,0.0422,0.4990,
211432905,K2C5,0.2826660,2457140.280440,0.1936,0.1629,0.4981,
211432946,K2C5,3.3440436,2457141.373200,0.0211,0.0275,0.4997,
211434817,K2C5,0.4509528,2457140.009490,0.2027,0.2593,0.5044,
211442297,K2C5,20.2749881,2457177.429850,0.0083,-1.0000,1.0000,
211462458,K2C5,3.6017835,2457148.587320,0.0469,0.0411,0.5010,
211479262,K2C5,1.4833130,2457139.761650,0.1263,-1.0000,1.0000,
211480475,K2C5,0.5818590,2457140.090880,0.1211,0.1145,0.4888,
211481740,K2C5,0.3005127,2457139.918350,0.1428,-1.0000,1.0000,
211484776,K2C5,0.2818544,2457139.999090,0.1635,0.1206,0.4999,
211489039,K2C5,0.4216692,2457139.873500,0.1646,0.1585,0.5000,
211489484,K2C5,100,2457192.620690,0.0015,0.0018,0.1598,
211489847,K2C5,0.2490848,2457139.822530,0.1911,0.2694,0.5141,
211490542,K2C5,100,2457183.852260,0.0034,0.0033,0.9236,
211493634,K2C5,10.1299434,2457142.869350,0.0500,0.0448,0.4990,
211498244,K2C5,100,2457154.546040,0.0025,-1.0000,1.0000,
211499872,K2C5,0.3227483,2457139.768550,0.1451,0.1522,0.5018,
211505107,K2C5,0.7145944,2457139.528610,0.1543,-1.0000,1.0000,
211509553,K2C5,20.3610414,2457151.406860,0.0078,-1.0000,1.0000,
211509975,K2C5,36.2244698,2457161.207040,0.0040,-1.0000,1.0000,
211517741,K2C5,0.7182854,2457140.151900,0.2251,0.2191,0.5050,
211518347,K2C5,1.8712438,2457140.887470,0.0562,0.0583,0.4991,
211523408,K2C5,0.3545086,2457140.763240,0.2314,0.2176,0.5192,
211524558,K2C5,0.2734961,2457139.887070,0.1661,0.1251,0.4996,
211526186,K2C5,0.4552210,2457140.114190,0.1233,0.1371,0.4974,
211526536,K2C5,0.7767186,2457140.047040,0.2122,0.2437,0.5014,
211529914,K2C5,0.5061213,2457139.840200,0.1760,0.1908,0.4992,
211536223,K2C5,7.4543246,2457146.377850,0.0755,0.0704,0.5028,
211538336,K2C5,0.3032811,2457140.010700,0.2791,-1.0000,1.0000,
211538914,K2C5,0.4935475,2457140.275340,0.1571,0.1708,0.4969,
211545362,K2C5,2.6545690,2457143.646060,0.1603,-1.0000,1.0000,
211549874,K2C5,0.3092404,2457140.042800,0.1506,0.1409,0.4997,
211563123,K2C5,17.3229520,2457145.393160,0.0169,0.0302,0.5896,
211564796,K2C5,36.5311487,2457160.638170,0.0074,0.0112,0.3332,
211567126,K2C5,14.8703814,2457149.674610,0.0239,0.0226,0.4998,
211569350,K2C5,1.6558181,2457140.703400,0.0713,0.0677,0.4990,
211569573,K2C5,1.4333452,2457139.738680,0.0333,0.0417,0.5020,
211573482,K2C5,7.0715543,2457143.652200,0.0170,0.0167,0.5048,
211578677,K2C5,0.5542943,2457140.305100,0.1015,0.1049,0.4991,
211581700,K2C5,1.2909935,2457140.833790,0.1172,-1.0000,1.0000,
211586554,K2C5,0.2698183,2457139.982760,0.1684,0.1582,0.5021,
211586814,K2C5,14.1099887,2457143.686580,0.0407,0.0222,0.4158,
211589784,K2C5,0.3398015,2457140.026170,0.1478,0.1601,0.5006,
211604396,K2C5,0.8728677,2457139.515340,0.1456,0.1368,0.4995,
211604668,K2C5,0.5159549,2457139.702530,0.1123,0.0825,0.4937,
211613886,K2C5,0.9586830,2457140.203720,0.0595,0.0607,0.5007,
211617231,K2C5,31.0259240,2457165.866270,0.0195,0.0321,0.2912,
211619120,K2C5,11.0919270,2457142.668040,0.0468,-1.0000,1.0000,
211623903,K2C5,1.6155899,2457139.863980,0.0360,0.0352,0.5006,
211626833,K2C5,0.5226292,2457139.774220,0.1820,0.1731,0.4997,
211631904,K2C5,0.4420138,2457139.604380,0.1247,0.0926,0.4984,
211681365,K2C5,0.9911318,2457140.722760,0.1926,-1.0000,1.0000,
211682657,K2C5,3.1421028,2457142.025310,0.0835,0.0980,0.5011,
211685048,K2C5,0.7690710,2457139.852600,0.1026,-1.0000,1.0000,
211693443,K2C5,2.1726837,2457139.614860,0.0834,-1.0000,1.0000,
211695172,K2C5,0.6252918,2457139.999060,0.0398,0.2229,0.5658,
211719362,K2C5,0.4021919,2457141.282450,0.1229,0.1222,0.4988,
211719484,K2C5,0.7216490,2457139.636800,0.0839,0.0769,0.5005,
211726283,K2C5,2.7853774,2457141.592280,0.0679,0.0760,0.4991,
211728689,K2C5,8.9524330,2457146.557600,0.0176,0.0084,0.3786,
211730838,K2C5,1.3068300,2457140.386740,0.1040,-1.0000,1.0000,
211731135,K2C5,0.3111373,2457140.801280,0.1231,0.1368,0.5020,
211732798,K2C5,0.4943450,2457142.314340,0.1210,0.1486,0.5049,
211732801,K2C5,4.2629700,2457141.405860,0.0409,0.0423,0.4996,
211744153,K2C5,4.6127000,2457139.626470,0.0195,-1.0000,1.0000,
211770390,K2C5,7.5800751,2457140.581380,0.0380,0.0353,0.4999,
211770867,K2C5,27.6897121,2457147.874950,0.0121,0.0130,0.3997,
211772227,K2C5,34.9589795,2457147.589180,0.0029,0.0053,0.2769,
211820126,K2C5,4.7548815,2457141.020110,0.0525,0.0544,0.5094,
211822953,K2C5,1.5487590,2457139.862030,0.0473,0.0610,0.4923,
211825356,K2C5,3.2626150,2457140.219770,0.1181,0.1133,0.5045,
211828658,K2C5,0.7835143,2457140.108010,0.1743,0.1210,0.5020,
211833616,K2C5,0.5349376,2457140.121500,0.1011,0.0906,0.5038,
211834405,K2C5,10.5421797,2457142.430530,0.0175,0.0202,0.4853,
211839462,K2C5,5.2258575,2457148.843590,0.0768,0.0683,0.4990,
211841249,K2C5,0.4450514,2457140.042080,0.2606,0.2700,0.5015,
211843564,K2C5,0.4520223,2457140.078130,0.0802,-1.0000,1.0000,
211848129,K2C5,0.2392412,2457139.765650,0.1289,0.1365,0.5007,
211885185,K2C5,8.7942308,2457141.694890,0.0272,0.0244,0.5038,
211894612,K2C5,100,2457182.925820,0.0031,-1.0000,1.0000,
211900142,K2C5,0.3714727,2457139.999140,0.1968,0.2020,0.5042,
211902535,K2C5,9.8117972,2457142.848980,0.0299,0.0310,0.3819,
211910237,K2C5,2.2173210,2457140.418510,0.0271,-1.0000,1.0000,
211914718,K2C5,0.2910112,2457139.842760,0.1436,0.1576,0.4972,
211918830,K2C5,0.3463898,2457139.957970,0.1376,0.1681,0.5034,
211920612,K2C5,9.4842154,2457139.578820,0.0707,0.0728,0.5001,
211924561,K2C5,100,2457179.902490,0.0010,-1.0000,1.0000,
211929618,K2C5,0.3393418,2457140.211350,0.2252,0.1052,0.4736,
211929937,K2C5,3.4758900,2457142.417630,0.0342,-1.0000,1.0000,
211931594,K2C5,0.1600538,2457142.548020,0.1822,-1.0000,1.0000,
211936444,K2C5,4.9290312,2457143.572080,0.0302,0.0286,0.5003,
211942157,K2C5,1.3247910,2457140.179380,0.1728,-1.0000,1.0000,
211944676,K2C5,2.7705960,2457139.945620,0.0262,0.0269,0.4997,
211944856,K2C5,2.7705960,2457139.960530,0.0238,0.0234,0.5000,
211946007,K2C5,1.9827260,2457141.143180,0.0248,-1.0000,1.0000,
211948599,K2C5,0.3949094,2457139.753370,0.1582,0.1506,0.4972,
211953866,K2C5,1.7889510,2457141.006850,0.0366,0.0362,0.4995,
211957146,K2C5,0.3550401,2457139.916370,0.2081,0.1979,0.5007,
211958340,K2C5,1.4653630,2457140.182650,0.0803,-1.0000,1.0000,
211962644,K2C5,0.2510322,54833.117204,0.0905,0.1950,0.5042,
211972086,K2C5,6.0159667,2457142.885810,0.0118,0.0164,0.4992,
211972200,K2C5,6.3116873,2457137.628200,0.0675,-1.0000,1.0000,
211972744,K2C5,45.9241884,2457135.410620,-1.0000,-1.0000,-1.0000,
211972837,K2C5,1.0929976,2457140.129900,0.1198,-1.0000,1.0000,
211973404,K2C5,0.2597868,2457140.014660,0.1805,0.1578,0.5013,
211978865,K2C5,0.9078271,2457142.378770,0.0767,-1.0000,1.0000,
211979325,K2C5,2.0766910,2457140.988520,0.0579,0.2359,0.5602,
211980250,K2C5,8.9165500,2457140.857130,0.0619,0.0602,0.4963,
211980366,K2C5,0.8647080,2457140.246000,0.2318,-1.0000,1.0000,
211982753,K2C5,5.3901544,2457141.731670,0.0372,0.0406,0.4996,
211987231,K2C5,17.0349758,2457141.817870,0.0054,-1.0000,1.0000,
211988016,K2C5,0.2676569,2457139.764210,0.1621,0.0635,0.5052,
211993818,K2C5,8.9870246,2457140.037400,0.0195,-1.0000,1.0000,
211995462,K2C5,100,2457203.276080,0.0037,-1.0000,1.0000,
211995966,K2C5,0.5585121,2457139.930120,0.0949,0.0924,0.5004,
211996855,K2C5,1.2062303,2457139.661050,0.0499,-1.0000,1.0000,
211997641,K2C5,3.4886636,2457140.510170,0.0510,0.0530,0.5002,
211999656,K2C5,1.9483560,2457140.520720,0.0577,0.0542,0.5006,
212000980,K2C5,0.2544548,2457139.832710,0.2901,0.2216,0.4987,
212002525,K2C5,11.6161102,2457141.793200,0.0065,0.0064,0.5011,
212008305,K2C5,0.3075133,2457140.010500,0.1345,0.0991,0.4971,
212009702,K2C5,0.9240000,2457140.167970,0.1228,0.1232,0.4994,
212010289,K2C5,7.9502745,2457144.438040,0.0162,0.0174,0.4801,
212011476,K2C5,0.7158792,2457139.857050,0.1830,0.2841,0.4880,
212012030,K2C5,100,2457174.466850,0.0015,-1.0000,1.0000,
212012387,K2C5,6.4885853,2457143.521340,0.0173,0.0208,0.4944,
212018340,K2C5,2.9565140,2457141.040870,0.0385,0.0406,0.4993,
212019055,K2C5,0.8214380,2457139.993630,0.1013,0.1008,0.4998,
212020442,K2C5,7.7785392,2457151.597260,0.0118,0.0221,0.4946,
212024647,K2C5,3.6965230,2457142.103230,0.0322,0.0475,0.4808,
212029934,K2C5,1.2493075,2457140.610810,0.0403,-1.0000,1.0000,
212037403,K2C5,3.4079640,2457140.734300,0.0328,-1.0000,1.0000,
212037558,K2C5,0.4180342,2457140.023420,0.1012,0.1070,0.4985,
212066407,K2C5,0.8216992,2457140.365180,0.0601,-1.0000,1.0000,
212068987,K2C5,0.4584820,2457139.961640,0.1683,0.1578,0.5017,
212082682,K2C5,3.7979801,2457142.645040,0.0256,-1.0000,1.0000,
212083250,K2C5,0.5188904,2457139.865030,0.1614,-1.0000,1.0000,
212085740,K2C5,4.8451104,2457141.589640,0.0246,0.0364,0.5004,
212096658,K2C5,2.9330393,2457143.470410,0.0322,0.0279,0.5060,
212110007,K2C5,16.7096369,2457144.682880,0.0062,0.0070,0.4379,
212116340,K2C5,0.6100000,2457140.261580,0.1472,0.1357,0.5058,
212120135,K2C5,0.2719393,2457139.947230,0.1482,0.1549,0.4972,
212122623,K2C5,1.3134351,2457139.912110,0.0585,-1.0000,1.0000,
212137767,K2C5,15.1779513,2457148.253630,0.0327,0.0331,0.5626,
212145065,K2C5,0.3151445,2457146.066480,0.2436,0.2078,0.5070,
212150006,K2C5,0.8990541,2457139.974670,0.1009,-1.0000,1.0000,
212152316,K2C5,100,2457207.168220,0.0121,0.2111,0.5311,
212152922,K2C5,4.8776843,2457144.194110,0.0168,-1.0000,1.0000,
212155299,K2C5,0.9017195,2457139.707620,0.0941,-1.0000,1.0000,
212159987,K2C5,0.7179150,2457140.630910,0.1931,0.1716,0.4999,
212163353,K2C5,10.3466173,2457146.925710,0.0132,0.0158,0.4986,
212164476,K2C5,0.3392271,2457140.833380,0.2568,0.2345,0.4708,
212171851,K2C5,5.4887850,2457144.471160,0.0931,0.0873,0.4978,
212172212,K2C5,0.3113035,2457140.083420,0.2505,0.1426,0.5058,
212175535,K2C5,0.3223335,2457140.256120,0.2871,0.2673,0.4576,

